"dependent.var","numbers","repeat.var","Area","Governorate","Sector","research.question","Indicator","Percent","Percent_groups","Population Reference"
"food_shltr_vul",0.744186046511628,"strata","Jabalya","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",74,"70% - 79%","Total Population"
"food_shltr_vul",0.691729323308271,"strata","Jabalya Camp","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",69,"60% - 69%","Total Population"
"food_shltr_vul",0.5625,"strata","Juhor ad Dik","Gaza","Vulnerability","Food and Shelther","Food and Shelther",56,"50% - 59%","Total Population"
"food_shltr_vul",0.816793893129771,"strata","Khan Yunis","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",82,"80% - 89%","Total Population"
"food_shltr_vul",0.816,"strata","Khan Yunis Camp","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",82,"80% - 89%","Total Population"
"food_shltr_vul",0.776,"strata","Khuza'a","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",78,"70% - 79%","Total Population"
"food_shltr_vul",0.260504201680672,"strata","Madinat Ezahra","Gaza","Vulnerability","Food and Shelther","Food and Shelther",26,"20% - 29%","Total Population"
"food_shltr_vul",0.78740157480315,"strata","Al Maghazi Camp","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",79,"70% - 79%","Total Population"
"food_shltr_vul",0.782945736434109,"strata","An Nuseirat Camp","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",78,"70% - 79%","Total Population"
"food_shltr_vul",0.791044776119403,"strata","Rafah","Rafah","Vulnerability","Food and Shelther","Food and Shelther",79,"70% - 79%","Total Population"
"food_shltr_vul",0.8671875,"strata","Rafah Camp","Rafah","Vulnerability","Food and Shelther","Food and Shelther",87,"80% - 89%","Total Population"
"food_shltr_vul",0.811023622047244,"strata","Ash Shati' Camp","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",81,"80% - 89%","Total Population"
"food_shltr_vul",0.932773109243697,"strata","Umm an Naser","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",93,"90% - 100%","Total Population"
"food_shltr_vul",0.789915966386555,"strata","Wadi as Salqa","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",79,"70% - 79%","Total Population"
"food_vul",0.640625,"strata","'Abasan al Kabira","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",64,"60% - 69%","Total Population"
"food_vul",0.4765625,"strata","Al Bureij","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",48,"40% - 49%","Total Population"
"food_vul",0.611570247933884,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",61,"60% - 69%","Total Population"
"food_vul",0.483870967741935,"strata","Al Mughraqa","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",48,"40% - 49%","Total Population"
"food_vul",0.476190476190476,"strata","Al Musaddar","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",48,"40% - 49%","Total Population"
"food_vul",0.696428571428572,"strata","Al Fukhkhari","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",70,"70% - 79%","Total Population"
"food_vul",0.413223140495868,"strata","Al Maghazi","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",41,"40% - 49%","Total Population"
"food_vul",0.651162790697674,"strata","Beit Hanoun","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",65,"60% - 69%","Total Population"
"food_vul",0.310077519379845,"strata","Beit Lahiya","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",31,"30% - 39%","Total Population"
"food_vul",0.6171875,"strata","Al Bureij Camp","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",62,"60% - 69%","Total Population"
"food_vul",0.541984732824427,"strata","Deir al Balah","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul",0.483870967741935,"strata","Deir al Balah Camp","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",48,"40% - 49%","Total Population"
"food_vul",0.402985074626866,"strata","Gaza","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",40,"40% - 49%","Total Population"
"food_vul",0.596899224806202,"strata","Jabalya","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",60,"60% - 69%","Total Population"
"food_vul",0.403100775193798,"strata","Al Qarara","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",40,"40% - 49%","Total Population"
"food_vul",0.677685950413223,"strata","An Naser","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",68,"60% - 69%","Total Population"
"food_vul",0.535433070866142,"strata","An Nuseirat","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul",0.638655462184874,"strata","Shokat as Sufi","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",64,"60% - 69%","Total Population"
"food_vul",0.488372093023256,"strata","Az Zawayda","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",49,"40% - 49%","Total Population"
"food_vul",0.553846153846154,"strata","Bani Suheila","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",55,"50% - 59%","Total Population"
"food_vul",0.512,"strata","Khuza'a","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",51,"50% - 59%","Total Population"
"food_vul",0.159663865546218,"strata","Madinat Ezahra","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",16,"10% - 19%","Total Population"
"food_vul",0.566929133858268,"strata","Al Maghazi Camp","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",57,"50% - 59%","Total Population"
"food_vul",0.542635658914729,"strata","An Nuseirat Camp","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul",0.641791044776119,"strata","Rafah","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",64,"60% - 69%","Total Population"
"food_vul",0.640625,"strata","Rafah Camp","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",64,"60% - 69%","Total Population"
"food_vul",0.574803149606299,"strata","Ash Shati' Camp","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",57,"50% - 59%","Total Population"
"food_vul",0.605042016806723,"strata","Umm an Naser","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",61,"60% - 69%","Total Population"
"food_vul",0.613445378151261,"strata","Wadi as Salqa","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",61,"60% - 69%","Total Population"
"food_vul",0.496240601503759,"strata","Jabalya Camp","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",50,"50% - 59%","Total Population"
"food_vul",0.366071428571429,"strata","Juhor ad Dik","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",37,"30% - 39%","Total Population"
"food_vul",0.603053435114504,"strata","Khan Yunis","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",60,"60% - 69%","Total Population"
"food_vul",0.44,"strata","Khan Yunis Camp","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",44,"40% - 49%","Total Population"
"food_wash_vul",0.685950413223141,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Vulnerability","Food and Wash","Food and Wash",69,"60% - 69%","Total Population"
"food_wash_vul",0.703125,"strata","'Abasan al Kabira","Khan Younis","Vulnerability","Food and Wash","Food and Wash",70,"70% - 79%","Total Population"
"food_wash_vul",0.5,"strata","Al Bureij","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",50,"50% - 59%","Total Population"
"food_wash_vul",0.803571428571429,"strata","Al Fukhkhari","Khan Younis","Vulnerability","Food and Wash","Food and Wash",80,"80% - 89%","Total Population"
"food_wash_vul",0.59504132231405,"strata","Al Maghazi","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",60,"60% - 69%","Total Population"
"food_wash_vul",0.685483870967742,"strata","Al Mughraqa","Gaza","Vulnerability","Food and Wash","Food and Wash",69,"60% - 69%","Total Population"
"food_wash_vul",0.514285714285714,"strata","Al Musaddar","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",51,"50% - 59%","Total Population"
"food_wash_vul",0.728682170542636,"strata","Al Qarara","Khan Younis","Vulnerability","Food and Wash","Food and Wash",73,"70% - 79%","Total Population"
"food_wash_vul",0.735537190082645,"strata","An Naser","Rafah","Vulnerability","Food and Wash","Food and Wash",74,"70% - 79%","Total Population"
"food_wash_vul",0.559055118110236,"strata","An Nuseirat","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",56,"50% - 59%","Total Population"
"food_wash_vul",0.73109243697479,"strata","Shokat as Sufi","Rafah","Vulnerability","Food and Wash","Food and Wash",73,"70% - 79%","Total Population"
"food_wash_vul",0.558139534883721,"strata","Az Zawayda","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",56,"50% - 59%","Total Population"
"food_wash_vul",0.592307692307692,"strata","Bani Suheila","Khan Younis","Vulnerability","Food and Wash","Food and Wash",59,"50% - 59%","Total Population"
"food_wash_vul",0.751937984496124,"strata","Beit Hanoun","North Gaza","Vulnerability","Food and Wash","Food and Wash",75,"70% - 79%","Total Population"
"food_wash_vul",0.496124031007752,"strata","Beit Lahiya","North Gaza","Vulnerability","Food and Wash","Food and Wash",50,"50% - 59%","Total Population"
"food_wash_vul",0.6875,"strata","Al Bureij Camp","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",69,"60% - 69%","Total Population"
"food_wash_vul",0.557251908396947,"strata","Deir al Balah","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",56,"50% - 59%","Total Population"
"food_wash_vul",0.57258064516129,"strata","Deir al Balah Camp","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",57,"50% - 59%","Total Population"
"food_wash_vul",0.544776119402985,"strata","Gaza","Gaza","Vulnerability","Food and Wash","Food and Wash",54,"50% - 59%","Total Population"
"food_wash_vul",0.744186046511628,"strata","Jabalya","North Gaza","Vulnerability","Food and Wash","Food and Wash",74,"70% - 79%","Total Population"
"food_wash_vul",0.759398496240602,"strata","Jabalya Camp","North Gaza","Vulnerability","Food and Wash","Food and Wash",76,"70% - 79%","Total Population"
"food_wash_vul",0.607142857142857,"strata","Juhor ad Dik","Gaza","Vulnerability","Food and Wash","Food and Wash",61,"60% - 69%","Total Population"
"food_wash_vul",0.732824427480916,"strata","Khan Yunis","Khan Younis","Vulnerability","Food and Wash","Food and Wash",73,"70% - 79%","Total Population"
"food_wash_vul",0.728,"strata","Khan Yunis Camp","Khan Younis","Vulnerability","Food and Wash","Food and Wash",73,"70% - 79%","Total Population"
"food_wash_vul",0.672,"strata","Khuza'a","Khan Younis","Vulnerability","Food and Wash","Food and Wash",67,"60% - 69%","Total Population"
"food_wash_vul",0.168067226890756,"strata","Madinat Ezahra","Gaza","Vulnerability","Food and Wash","Food and Wash",17,"10% - 19%","Total Population"
"food_wash_vul",0.614173228346457,"strata","Al Maghazi Camp","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",61,"60% - 69%","Total Population"
"food_wash_vul",0.604651162790698,"strata","An Nuseirat Camp","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",60,"60% - 69%","Total Population"
"food_wash_vul",0.67910447761194,"strata","Rafah","Rafah","Vulnerability","Food and Wash","Food and Wash",68,"60% - 69%","Total Population"
"food_wash_vul",0.7265625,"strata","Rafah Camp","Rafah","Vulnerability","Food and Wash","Food and Wash",73,"70% - 79%","Total Population"
"food_wash_vul",0.645669291338583,"strata","Ash Shati' Camp","North Gaza","Vulnerability","Food and Wash","Food and Wash",65,"60% - 69%","Total Population"
"food_wash_vul",0.789915966386555,"strata","Umm an Naser","North Gaza","Vulnerability","Food and Wash","Food and Wash",79,"70% - 79%","Total Population"
"food_wash_vul",0.65546218487395,"strata","Wadi as Salqa","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",66,"60% - 69%","Total Population"
"four_dim_vul",0.173553719008264,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",17,"10% - 19%","Total Population"
"four_dim_vul",0.171875,"strata","'Abasan al Kabira","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",17,"10% - 19%","Total Population"
"four_dim_vul",0.2265625,"strata","Al Bureij","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul",0.190839694656489,"strata","Khan Yunis","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",19,"10% - 19%","Total Population"
"four_dim_vul",0.208,"strata","Khan Yunis Camp","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul",0.248,"strata","Khuza'a","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",25,"20% - 29%","Total Population"
"four_dim_vul",0.109243697478992,"strata","Madinat Ezahra","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",11,"10% - 19%","Total Population"
"four_dim_vul",0.21259842519685,"strata","Al Maghazi Camp","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul",0.162790697674419,"strata","An Nuseirat Camp","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul",0.156716417910448,"strata","Rafah","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul",0.234375,"strata","Rafah Camp","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul",0.259842519685039,"strata","Ash Shati' Camp","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",26,"20% - 29%","Total Population"
"four_dim_vul",0.159663865546218,"strata","Umm an Naser","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul",0.218487394957983,"strata","Wadi as Salqa","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",22,"20% - 29%","Total Population"
"four_dim_vul",0.17741935483871,"strata","Al Mughraqa","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"four_dim_vul",0.266666666666667,"strata","Al Musaddar","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",27,"20% - 29%","Total Population"
"four_dim_vul",0.193798449612403,"strata","Al Qarara","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",19,"10% - 19%","Total Population"
"four_dim_vul",0.15702479338843,"strata","An Naser","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul",0.275590551181102,"strata","An Nuseirat","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",28,"20% - 29%","Total Population"
"four_dim_vul",0.176470588235294,"strata","Shokat as Sufi","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"four_dim_vul",0.263565891472868,"strata","Az Zawayda","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",26,"20% - 29%","Total Population"
"four_dim_vul",0.246153846153846,"strata","Bani Suheila","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",25,"20% - 29%","Total Population"
"four_dim_vul",0.170542635658915,"strata","Beit Hanoun","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",17,"10% - 19%","Total Population"
"four_dim_vul",0.209302325581395,"strata","Beit Lahiya","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul",0.2265625,"strata","Al Bureij Camp","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul",0.223214285714286,"strata","Al Fukhkhari","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",22,"20% - 29%","Total Population"
"four_dim_vul",0.214876033057851,"strata","Al Maghazi","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul",0.156716417910448,"strata","Gaza","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul",0.224806201550388,"strata","Jabalya","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",22,"20% - 29%","Total Population"
"four_dim_vul",0.255639097744361,"strata","Jabalya Camp","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",26,"20% - 29%","Total Population"
"four_dim_vul",0.196428571428571,"strata","Juhor ad Dik","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",20,"20% - 29%","Total Population"
"four_dim_vul",0.233870967741935,"strata","Deir al Balah Camp","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul",0.198473282442748,"strata","Deir al Balah","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",20,"20% - 29%","Total Population"
"h_1",0.512396694214876,"strata","'Abasan al Jadida (as Saghira)","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",51,"50% - 59%","Total Population"
"h_1",0.34375,"strata","'Abasan al Kabira","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",34,"30% - 39%","Total Population"
"h_1",0.4765625,"strata","Al Bureij","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1",0.471074380165289,"strata","An Naser","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1",0.440944881889764,"strata","An Nuseirat","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",44,"40% - 49%","Total Population"
"h_1",0.495798319327731,"strata","Shokat as Sufi","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1",0.465116279069767,"strata","Az Zawayda","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1",0.323076923076923,"strata","Bani Suheila","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",32,"30% - 39%","Total Population"
"h_1",0.449612403100775,"strata","Beit Hanoun","North Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1",0.496124031007752,"strata","Beit Lahiya","North Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1",0.5390625,"strata","Al Bureij Camp","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",54,"50% - 59%","Total Population"
"h_1",0.339285714285714,"strata","Al Fukhkhari","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",34,"30% - 39%","Total Population"
"h_1",0.479338842975207,"strata","Al Maghazi","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1",0.475806451612903,"strata","Al Mughraqa","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1",0.495238095238095,"strata","Al Musaddar","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1",0.372093023255814,"strata","Al Qarara","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",37,"30% - 39%","Total Population"
"h_1",0.571428571428572,"strata","Jabalya Camp","North Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1",0.491071428571429,"strata","Juhor ad Dik","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",49,"40% - 49%","Total Population"
"h_1",0.381679389312977,"strata","Khan Yunis","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",38,"30% - 39%","Total Population"
"h_1",0.544,"strata","Khan Yunis Camp","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",54,"50% - 59%","Total Population"
"h_1",0.432,"strata","Khuza'a","Khan Younis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1",0.403361344537815,"strata","Madinat Ezahra","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",40,"40% - 49%","Total Population"
"h_1",0.480314960629921,"strata","Al Maghazi Camp","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1",0.558139534883721,"strata","An Nuseirat Camp","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",56,"50% - 59%","Total Population"
"h_1",0.5,"strata","Rafah","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1",0.465648854961832,"strata","Deir al Balah","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1",0.588709677419355,"strata","Deir al Balah Camp","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",59,"50% - 59%","Total Population"
"h_1",0.574626865671642,"strata","Gaza","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1",0.426356589147287,"strata","Jabalya","North Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1",0.411764705882353,"strata","Wadi as Salqa","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",41,"40% - 49%","Total Population"
"h_1",0.5078125,"strata","Rafah Camp","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",51,"50% - 59%","Total Population"
"h_1",0.566929133858268,"strata","Ash Shati' Camp","North Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1",0.394957983193277,"strata","Umm an Naser","North Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",39,"30% - 39%","Total Population"
"h_2",0.387096774193548,"strata","'Abasan al Kabira","Khan Younis","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",39,"30% - 39%","HHs that accessed Health services"
"h_2",0.161016949152542,"strata","Al Bureij","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",16,"10% - 19%","HHs that accessed Health services"
"h_2",0.12,"strata","Al Fukhkhari","Khan Younis","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",12,"10% - 19%","HHs that accessed Health services"
"h_2",0.309090909090909,"strata","Al Maghazi","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",31,"30% - 39%","HHs that accessed Health services"
"h_2",0.284313725490196,"strata","Al Mughraqa","Gaza","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",28,"20% - 29%","HHs that accessed Health services"
"h_2",0.172413793103448,"strata","Al Musaddar","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",17,"10% - 19%","HHs that accessed Health services"
"h_2",0.588235294117647,"strata","Al Qarara","Khan Younis","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",59,"50% - 59%","HHs that accessed Health services"
