"dependent.var","independent.var.value","numbers","repeat.var","Area","Sector","research.question","Indicator","Percent","Percent_groups","Population Reference"
"food_shltr_vul","Male headed households",0.643076205783532,"hno_strata","Gaza","Vulnerability","Food and Shelther","Food and Shelther",64,"60% - 69%","Total Population"
"food_shltr_vul","Households with disability",0.889481454851216,"hno_strata","Rafah","Vulnerability","Food and Shelther","Food and Shelther",89,"80% - 89%","Total Population"
"food_shltr_vul","Households without disability",0.790333128314691,"hno_strata","Rafah","Vulnerability","Food and Shelther","Food and Shelther",79,"70% - 79%","Total Population"
"food_shltr_vul","Households without disability",0.591119497502976,"hno_strata","Gaza","Vulnerability","Food and Shelther","Food and Shelther",59,"50% - 59%","Total Population"
"food_shltr_vul","Households with disability",0.834481236344456,"hno_strata","Gaza","Vulnerability","Food and Shelther","Food and Shelther",83,"80% - 89%","Total Population"
"food_shltr_vul","In Camp Refugee households",0.795734416363967,"hno_strata","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",80,"80% - 89%","Total Population"
"food_shltr_vul","Male headed households",0.690601242023316,"hno_strata","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",69,"60% - 69%","Total Population"
"food_shltr_vul","Households without disability",0.670352895226824,"hno_strata","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",67,"60% - 69%","Total Population"
"food_shltr_vul","All households",0.801968428,"hno_strata","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",80,"80% - 89%","Total Population"
"food_shltr_vul","Households without disability",0.784455568271294,"hno_strata","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",78,"70% - 79%","Total Population"
"food_shltr_vul","Households with disability",0.931266507194735,"hno_strata","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",93,"90% - 100%","Total Population"
"food_shltr_vul","Households without disability",0.738967584593169,"hno_strata","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",74,"70% - 79%","Total Population"
"food_shltr_vul","Households with disability",0.771376390337916,"hno_strata","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",77,"70% - 79%","Total Population"
"food_shltr_vul","Male headed households",0.791379173772751,"hno_strata","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",79,"70% - 79%","Total Population"
"food_shltr_vul","Non Refugee households",0.757013812176832,"hno_strata","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",76,"70% - 79%","Total Population"
"food_shltr_vul","Out-of Camp Refugee households",0.828587983965938,"hno_strata","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",83,"80% - 89%","Total Population"
"food_shltr_vul","In Camp Refugee households",0.82258064516129,"hno_strata","Khan Younis","Vulnerability","Food and Shelther","Food and Shelther",82,"80% - 89%","Total Population"
"food_shltr_vul","Out-of Camp Refugee households",0.736437188107267,"hno_strata","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",74,"70% - 79%","Total Population"
"food_shltr_vul","Non Refugee households",0.65677195226785,"hno_strata","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",66,"60% - 69%","Total Population"
"food_shltr_vul","All households",0.743300734,"hno_strata","Deir Al-Balah","Vulnerability","Food and Shelther","Food and Shelther",74,"70% - 79%","Total Population"
"food_shltr_vul","Non Refugee households",0.637747972548745,"hno_strata","Gaza","Vulnerability","Food and Shelther","Food and Shelther",64,"60% - 69%","Total Population"
"food_shltr_vul","Out-of Camp Refugee households",0.586830904449408,"hno_strata","Gaza","Vulnerability","Food and Shelther","Food and Shelther",59,"50% - 59%","Total Population"
"food_shltr_vul","Female headed households",0.661417462075286,"hno_strata","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",66,"60% - 69%","Total Population"
"food_shltr_vul","Out-of Camp Refugee households",0.774286061567813,"hno_strata","Rafah","Vulnerability","Food and Shelther","Food and Shelther",77,"70% - 79%","Total Population"
"food_shltr_vul","Non Refugee households",0.945033143060899,"hno_strata","Rafah","Vulnerability","Food and Shelther","Food and Shelther",95,"90% - 100%","Total Population"
"food_shltr_vul","In Camp Refugee households",0.8671875,"hno_strata","Rafah","Vulnerability","Food and Shelther","Food and Shelther",87,"80% - 89%","Total Population"
"food_shltr_vul","Out-of Camp Refugee households",0.671156632044242,"hno_strata","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",67,"60% - 69%","Total Population"
"food_shltr_vul","Non Refugee households",0.721316003476772,"hno_strata","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",72,"70% - 79%","Total Population"
"food_shltr_vul","In Camp Refugee households",0.691729323308271,"hno_strata","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",69,"60% - 69%","Total Population"
"food_shltr_vul","All households",0.623850597,"hno_strata","Gaza","Vulnerability","Food and Shelther","Food and Shelther",62,"60% - 69%","Total Population"
"food_shltr_vul","All households",0.807815987,"hno_strata","Rafah","Vulnerability","Food and Shelther","Food and Shelther",81,"80% - 89%","Total Population"
"food_shltr_vul","All households",0.68782886,"hno_strata","North Gaza","Vulnerability","Food and Shelther","Food and Shelther",69,"60% - 69%","Total Population"
"food_shltr_vul","In Camp Refugee households",0.827868852459016,"hno_strata","Gaza","Vulnerability","Food and Shelther","Food and Shelther",83,"80% - 89%","Total Population"
"food_vul","Households without disability",0.501955388040571,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",50,"50% - 59%","Total Population"
"food_vul","Non Refugee households",0.833039994334293,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",83,"80% - 89%","Total Population"
"food_vul","In Camp Refugee households",0.640625,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",64,"60% - 69%","Total Population"
"food_vul","Out-of Camp Refugee households",0.492206527214582,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",49,"40% - 49%","Total Population"
"food_vul","In Camp Refugee households",0.496240601503759,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",50,"50% - 59%","Total Population"
"food_vul","Households with disability",0.601752875942499,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",60,"60% - 69%","Total Population"
"food_vul","In Camp Refugee households",0.581967213114754,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",58,"50% - 59%","Total Population"
"food_vul","Out-of Camp Refugee households",0.374547044569207,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",37,"30% - 39%","Total Population"
"food_vul","Households with disability",0.578680751775783,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",58,"50% - 59%","Total Population"
"food_vul","Out-of Camp Refugee households",0.61429897670587,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",61,"60% - 69%","Total Population"
"food_vul","Male headed households",0.438335242819208,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",44,"40% - 49%","Total Population"
"food_vul","Female headed households",0.645137656447022,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",65,"60% - 69%","Total Population"
"food_vul","Male headed households",0.642490295700084,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",64,"60% - 69%","Total Population"
"food_vul","Households without disability",0.380505202985518,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",38,"30% - 39%","Total Population"
"food_vul","Households without disability",0.542693253573828,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul","Households with disability",0.734212225530225,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",73,"70% - 79%","Total Population"
"food_vul","Households without disability",0.530353698365799,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",53,"50% - 59%","Total Population"
"food_vul","Households without disability",0.6192085799207,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",62,"60% - 69%","Total Population"
"food_vul","All households",0.536815163,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul","All households",0.412879141,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",41,"40% - 49%","Total Population"
"food_vul","Female headed households",0.139979844503519,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",14,"10% - 19%","Total Population"
"food_vul","In Camp Refugee households",0.443548387096774,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",44,"40% - 49%","Total Population"
"food_vul","Out-of Camp Refugee households",0.515199684464605,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",52,"50% - 59%","Total Population"
"food_vul","Male headed households",0.538315923877078,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul","Female headed households",0.359828853076946,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",36,"30% - 39%","Total Population"
"food_vul","Non Refugee households",0.432974004110908,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",43,"40% - 49%","Total Population"
"food_vul","Non Refugee households",0.595352363830177,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",60,"60% - 69%","Total Population"
"food_vul","Households with disability",0.752815753530329,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",75,"70% - 79%","Total Population"
"food_vul","Male headed households",0.561034306298132,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",56,"50% - 59%","Total Population"
"food_vul","All households",0.64276758,"hno_strata","Rafah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",64,"60% - 69%","Total Population"
"food_vul","All households",0.521360125,"hno_strata","North Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",52,"50% - 59%","Total Population"
"food_vul","Non Refugee households",0.540269220081987,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul","Out-of Camp Refugee households",0.608434522355245,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",61,"60% - 69%","Total Population"
"food_vul","Non Refugee households",0.543674826049534,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",54,"50% - 59%","Total Population"
"food_vul","In Camp Refugee households",0.572054009720454,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",57,"50% - 59%","Total Population"
"food_vul","Households with disability",0.621211384220726,"hno_strata","Gaza","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",62,"60% - 69%","Total Population"
"food_vul","All households",0.565539269,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",57,"50% - 59%","Total Population"
"food_vul","Male headed households",0.532096304672201,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",53,"50% - 59%","Total Population"
"food_vul","Female headed households",0.562194623835915,"hno_strata","Deir Al-Balah","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",56,"50% - 59%","Total Population"
"food_vul","Female headed households",0.598932130891175,"hno_strata","Khan Younis","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",60,"60% - 69%","Total Population"
"food_wash_vul","Households without disability",0.700559276626483,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",70,"70% - 79%","Total Population"
"food_wash_vul","Male headed households",0.693821439062301,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",69,"60% - 69%","Total Population"
"food_wash_vul","Male headed households",0.690394434587221,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",69,"60% - 69%","Total Population"
"food_wash_vul","Out-of Camp Refugee households",0.530981487615502,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",53,"50% - 59%","Total Population"
"food_wash_vul","Female headed households",0.679737572881985,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",68,"60% - 69%","Total Population"
"food_wash_vul","Out-of Camp Refugee households",0.663655938249597,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",66,"60% - 69%","Total Population"
"food_wash_vul","Non Refugee households",0.833039994334293,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",83,"80% - 89%","Total Population"
"food_wash_vul","In Camp Refugee households",0.7265625,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",73,"70% - 79%","Total Population"
"food_wash_vul","Out-of Camp Refugee households",0.655144599026343,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",66,"60% - 69%","Total Population"
"food_wash_vul","Non Refugee households",0.721454686044377,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",72,"70% - 79%","Total Population"
"food_wash_vul","In Camp Refugee households",0.759398496240602,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",76,"70% - 79%","Total Population"
"food_wash_vul","Non Refugee households",0.654991297681145,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",65,"60% - 69%","Total Population"
"food_wash_vul","Female headed households",0.660086496807828,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",66,"60% - 69%","Total Population"
"food_wash_vul","Non Refugee households",0.574085206467184,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",57,"50% - 59%","Total Population"
"food_wash_vul","In Camp Refugee households",0.632757037548345,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",63,"60% - 69%","Total Population"
"food_wash_vul","Non Refugee households",0.561263875720646,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",56,"50% - 59%","Total Population"
"food_wash_vul","All households",0.712295489,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",71,"70% - 79%","Total Population"
"food_wash_vul","In Camp Refugee households",0.639344262295082,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",64,"60% - 69%","Total Population"
"food_wash_vul","All households",0.550900262,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",55,"50% - 59%","Total Population"
"food_wash_vul","All households",0.692346298,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",69,"60% - 69%","Total Population"
"food_wash_vul","All households",0.687515261,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",69,"60% - 69%","Total Population"
"food_wash_vul","Households without disability",0.673133317722437,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",67,"60% - 69%","Total Population"
"food_wash_vul","Households without disability",0.673324177717459,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",67,"60% - 69%","Total Population"
"food_wash_vul","Households with disability",0.746308130953443,"hno_strata","North Gaza","Vulnerability","Food and Wash","Food and Wash",75,"70% - 79%","Total Population"
"food_wash_vul","Female headed households",0.239533024456492,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",24,"20% - 29%","Total Population"
"food_wash_vul","Out-of Camp Refugee households",0.747210377925714,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",75,"70% - 79%","Total Population"
"food_wash_vul","In Camp Refugee households",0.733870967741935,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",73,"70% - 79%","Total Population"
"food_wash_vul","Out-of Camp Refugee households",0.553390549473778,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",55,"50% - 59%","Total Population"
"food_wash_vul","Households with disability",0.798944368471758,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",80,"80% - 89%","Total Population"
"food_wash_vul","Households without disability",0.574792314757232,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",57,"50% - 59%","Total Population"
"food_wash_vul","All households",0.580832735,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",58,"50% - 59%","Total Population"
"food_wash_vul","Households without disability",0.530728160207556,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",53,"50% - 59%","Total Population"
"food_wash_vul","Households with disability",0.680711446545261,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",68,"60% - 69%","Total Population"
"food_wash_vul","Households with disability",0.782093463171579,"hno_strata","Rafah","Vulnerability","Food and Wash","Food and Wash",78,"70% - 79%","Total Population"
"food_wash_vul","Male headed households",0.576959674002171,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",58,"50% - 59%","Total Population"
"food_wash_vul","Female headed households",0.601663238658443,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",60,"60% - 69%","Total Population"
"food_wash_vul","Male headed households",0.579944661186663,"hno_strata","Gaza","Vulnerability","Food and Wash","Food and Wash",58,"50% - 59%","Total Population"
"food_wash_vul","Male headed households",0.719313675323101,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",72,"70% - 79%","Total Population"
"food_wash_vul","Female headed households",0.660273446279192,"hno_strata","Khan Younis","Vulnerability","Food and Wash","Food and Wash",66,"60% - 69%","Total Population"
"food_wash_vul","Households with disability",0.61997026136139,"hno_strata","Deir Al-Balah","Vulnerability","Food and Wash","Food and Wash",62,"60% - 69%","Total Population"
"four_dim_vul","Households with disability",0.14516716331279,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",15,"10% - 19%","Total Population"
"four_dim_vul","Out-of Camp Refugee households",0.20796543003743,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul","In Camp Refugee households",0.209677419354839,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul","Households with disability",0.228949431293008,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul","Non Refugee households",0.184596338856634,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"four_dim_vul","Households without disability",0.17562527843426,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"four_dim_vul","Male headed households",0.159141020067951,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul","Female headed households",0.209154906042112,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul","Households with disability",0.0658172345781554,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",7,"0% - 9%","Total Population"
"four_dim_vul","Households without disability",0.213675349574092,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul","All households",0.199678989,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",20,"20% - 29%","Total Population"
"four_dim_vul","All households",0.223527908,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",22,"20% - 29%","Total Population"
"four_dim_vul","Female headed households",0.113733694787538,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",11,"10% - 19%","Total Population"
"four_dim_vul","Female headed households",0.298301211721203,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",30,"30% - 39%","Total Population"
"four_dim_vul","All households",0.216645259,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",22,"20% - 29%","Total Population"
"four_dim_vul","Male headed households",0.209625144923475,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul","Households without disability",0.178573504735431,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"four_dim_vul","All households",0.170254588,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",17,"10% - 19%","Total Population"
"four_dim_vul","Out-of Camp Refugee households",0.250913571901981,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",25,"20% - 29%","Total Population"
"four_dim_vul","Male headed households",0.176867173653289,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"four_dim_vul","Out-of Camp Refugee households",0.200623186441993,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",20,"20% - 29%","Total Population"
"four_dim_vul","Non Refugee households",0.231793564748159,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul","Households without disability",0.188878694507143,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",19,"10% - 19%","Total Population"
"four_dim_vul","Households with disability",0.27941795274332,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",28,"20% - 29%","Total Population"
"four_dim_vul","Households without disability",0.22585197397829,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul","All households",0.163408275,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul","Male headed households",0.192211178835251,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",19,"10% - 19%","Total Population"
"four_dim_vul","Female headed households",0.255033847290542,"hno_strata","Khan Younis","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",26,"20% - 29%","Total Population"
"four_dim_vul","In Camp Refugee households",0.234375,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",23,"20% - 29%","Total Population"
"four_dim_vul","Out-of Camp Refugee households",0.170626424613157,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",17,"10% - 19%","Total Population"
"four_dim_vul","Non Refugee households",0.179312873572392,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"four_dim_vul","In Camp Refugee households",0.195399153664085,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",20,"20% - 29%","Total Population"
"four_dim_vul","In Camp Refugee households",0.255639097744361,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",26,"20% - 29%","Total Population"
"four_dim_vul","Female headed households",0.162316517201429,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul","In Camp Refugee households",0.270491803278689,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",27,"20% - 29%","Total Population"
"four_dim_vul","Out-of Camp Refugee households",0.149956648676365,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",15,"10% - 19%","Total Population"
"four_dim_vul","Non Refugee households",0.140827393343983,"hno_strata","Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",14,"10% - 19%","Total Population"
"four_dim_vul","Non Refugee households",0.213766387601234,"hno_strata","Rafah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"four_dim_vul","Male headed households",0.22234810069017,"hno_strata","North Gaza","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",22,"20% - 29%","Total Population"
"four_dim_vul","Households with disability",0.208469653566919,"hno_strata","Deir Al-Balah","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",21,"20% - 29%","Total Population"
"h_1","All households",0.570419965,"hno_strata","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1","All households",0.499813998,"hno_strata","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","All households",0.465679962,"hno_strata","North Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","All households",0.483101292,"hno_strata","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","Male headed households",0.462180180292189,"hno_strata","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",46,"40% - 49%","Total Population"
"h_1","Female headed households",0.595621413766057,"hno_strata","Deir Al-Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",60,"60% - 69%","Total Population"
"h_1","Female headed households",0.63846886857431,"hno_strata","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",64,"60% - 69%","Total Population"
