"dependent.var","numbers","repeat.var","repeat.var.value","Sector","Indicator","Sub-Indicator","Percent","Percent_groups","Population Reference"
"ep4a_v",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Military presence around schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_v",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Military presence around schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vi",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Schools under threat of demolition",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_vii",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Contracting COVID-19",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_viii",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Violence/harassment at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_x",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence at school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xi",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Risk of sexual abuse/violence travelling to school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xii",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Traffic / crossing roads",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiii",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks from non-Palestinian communities on the way to/from school",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xiv",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Attacks on schools",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4a_xv",0,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern East Jerusalem","Environmental hazards (e.g. flooding)",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","tubas_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","tulkarm_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","Area_AB","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0.014925373,"strata","bethlehem_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",1.49,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0.032258065,"strata","hebron_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",3.23,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","jenin_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","jericho_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","jerusalem_2_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","nablus_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","qalqiliya_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","ramallah_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0,"strata","salfit_c","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",0,"0% - 9%","HHs reporting safety concerns in relation to their childrens' education"
"ep4b_i",0.727272727,"strata","H2","Education","% of households reporting safety concerns in relation to their childrens' education by type of concern H2","Firing tear gas on schools and students",72.73,"70% - 79%","HHs reporting safety concerns in relation to their childrens' education"
