"dependent.var","numbers","repeat.var","Area","Sector","research.question","Indicator","Percent","Percent_groups","Population Reference"
"five_dim_vul",0.0528846153846154,"strata","Area_AB","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",5,"0% - 9%","Total Population"
"five_dim_vul",0.115384615384615,"strata","Bethlehem Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",12,"10% - 19%","Total Population"
"five_dim_vul",0.0640394088669951,"strata","Hebron Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",6,"0% - 9%","Total Population"
"five_dim_vul",0.0794392523364486,"strata","Jenin Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",8,"0% - 9%","Total Population"
"five_dim_vul",0.232758620689655,"strata","Jericho Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",23,"20% - 29%","Total Population"
"five_dim_vul",0.122994652406417,"strata","Jerusalem_2 Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",12,"10% - 19%","Total Population"
"five_dim_vul",0.111111111111111,"strata","Nablus Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",11,"10% - 19%","Total Population"
"five_dim_vul",0.0473933649289099,"strata","Qalqilya Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",5,"0% - 9%","Total Population"
"five_dim_vul",0.0952380952380952,"strata","Ramallah Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",10,"10% - 19%","Total Population"
"five_dim_vul",0.0375586854460094,"strata","Salfit Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",4,"0% - 9%","Total Population"
"five_dim_vul",0.151832460732984,"strata","Tubas Area C","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",15,"10% - 19%","Total Population"
"five_dim_vul",0.0904761904761905,"strata","H2","Vulnerability","% of HH with five vulnerabilities dimensions","% of HH with five vulnerabilities dimensions",9,"0% - 9%","Total Population"
"food_hlth_vul",0.586538461538462,"strata","Area_AB","Vulnerability","Food and Health","Food and Health",59,"50% - 59%","Total Population"
"food_hlth_vul",0.626373626373626,"strata","Bethlehem Area C","Vulnerability","Food and Health","Food and Health",63,"60% - 69%","Total Population"
"food_hlth_vul",0.339901477832512,"strata","Hebron Area C","Vulnerability","Food and Health","Food and Health",34,"30% - 39%","Total Population"
"food_hlth_vul",0.434579439252336,"strata","Jenin Area C","Vulnerability","Food and Health","Food and Health",43,"40% - 49%","Total Population"
"food_hlth_vul",0.719827586206897,"strata","Jericho Area C","Vulnerability","Food and Health","Food and Health",72,"70% - 79%","Total Population"
"food_hlth_vul",0.540106951871658,"strata","Jerusalem_2 Area C","Vulnerability","Food and Health","Food and Health",54,"50% - 59%","Total Population"
"food_hlth_vul",0.565217391304348,"strata","Nablus Area C","Vulnerability","Food and Health","Food and Health",57,"50% - 59%","Total Population"
"food_hlth_vul",0.497630331753554,"strata","Qalqilya Area C","Vulnerability","Food and Health","Food and Health",50,"50% - 59%","Total Population"
"food_hlth_vul",0.513227513227513,"strata","Ramallah Area C","Vulnerability","Food and Health","Food and Health",51,"50% - 59%","Total Population"
"food_hlth_vul",0.262910798122066,"strata","Salfit Area C","Vulnerability","Food and Health","Food and Health",26,"20% - 29%","Total Population"
"food_hlth_vul",0.329842931937173,"strata","Tubas Area C","Vulnerability","Food and Health","Food and Health",33,"30% - 39%","Total Population"
"food_hlth_vul",0.55607476635514,"strata","Tulkarm Area C","Vulnerability","Food and Health","Food and Health",56,"50% - 59%","Total Population"
"food_hlth_vul",0.423809523809524,"strata","H2","Vulnerability","Food and Health","Food and Health",42,"40% - 49%","Total Population"
"food_pov_vul",0.403846153846154,"strata","Area_AB","Vulnerability","Food and Monetary","Food and Monetary",40,"40% - 49%","Total Population"
"food_pov_vul",0.39010989010989,"strata","Bethlehem Area C","Vulnerability","Food and Monetary","Food and Monetary",39,"30% - 39%","Total Population"
"food_pov_vul",0.339901477832512,"strata","Hebron Area C","Vulnerability","Food and Monetary","Food and Monetary",34,"30% - 39%","Total Population"
"food_pov_vul",0.294392523364486,"strata","Jenin Area C","Vulnerability","Food and Monetary","Food and Monetary",29,"20% - 29%","Total Population"
"food_pov_vul",0.625,"strata","Jericho Area C","Vulnerability","Food and Monetary","Food and Monetary",62,"60% - 69%","Total Population"
"food_pov_vul",0.561497326203208,"strata","Jerusalem_2 Area C","Vulnerability","Food and Monetary","Food and Monetary",56,"50% - 59%","Total Population"
"food_pov_vul",0.29951690821256,"strata","Nablus Area C","Vulnerability","Food and Monetary","Food and Monetary",30,"30% - 39%","Total Population"
"food_pov_vul",0.341232227488152,"strata","Qalqilya Area C","Vulnerability","Food and Monetary","Food and Monetary",34,"30% - 39%","Total Population"
"food_pov_vul",0.455026455026455,"strata","Ramallah Area C","Vulnerability","Food and Monetary","Food and Monetary",46,"40% - 49%","Total Population"
"food_pov_vul",0.258215962441315,"strata","Salfit Area C","Vulnerability","Food and Monetary","Food and Monetary",26,"20% - 29%","Total Population"
"food_pov_vul",0.18848167539267,"strata","Tubas Area C","Vulnerability","Food and Monetary","Food and Monetary",19,"10% - 19%","Total Population"
"food_pov_vul",0.275700934579439,"strata","Tulkarm Area C","Vulnerability","Food and Monetary","Food and Monetary",28,"20% - 29%","Total Population"
"food_pov_vul",0.361904761904762,"strata","H2","Vulnerability","Food and Monetary","Food and Monetary",36,"30% - 39%","Total Population"
"food_prt_vul",0.399038461538462,"strata","Area_AB","Vulnerability","Food and Protection","Food and Protection",40,"40% - 49%","Total Population"
"food_prt_vul",0.362637362637363,"strata","Bethlehem Area C","Vulnerability","Food and Protection","Food and Protection",36,"30% - 39%","Total Population"
"food_prt_vul",0.167487684729064,"strata","Hebron Area C","Vulnerability","Food and Protection","Food and Protection",17,"10% - 19%","Total Population"
"food_prt_vul",0.313084112149533,"strata","Jenin Area C","Vulnerability","Food and Protection","Food and Protection",31,"30% - 39%","Total Population"
"food_prt_vul",0.607758620689655,"strata","Jericho Area C","Vulnerability","Food and Protection","Food and Protection",61,"60% - 69%","Total Population"
"food_prt_vul",0.411764705882353,"strata","Jerusalem_2 Area C","Vulnerability","Food and Protection","Food and Protection",41,"40% - 49%","Total Population"
"food_prt_vul",0.376811594202899,"strata","Nablus Area C","Vulnerability","Food and Protection","Food and Protection",38,"30% - 39%","Total Population"
"food_prt_vul",0.270142180094787,"strata","Qalqilya Area C","Vulnerability","Food and Protection","Food and Protection",27,"20% - 29%","Total Population"
"food_prt_vul",0.444444444444444,"strata","Ramallah Area C","Vulnerability","Food and Protection","Food and Protection",44,"40% - 49%","Total Population"
"food_prt_vul",0.173708920187793,"strata","Salfit Area C","Vulnerability","Food and Protection","Food and Protection",17,"10% - 19%","Total Population"
"food_prt_vul",0.167539267015707,"strata","Tubas Area C","Vulnerability","Food and Protection","Food and Protection",17,"10% - 19%","Total Population"
"food_prt_vul",0.41588785046729,"strata","Tulkarm Area C","Vulnerability","Food and Protection","Food and Protection",42,"40% - 49%","Total Population"
"food_prt_vul",0.29047619047619,"strata","H2","Vulnerability","Food and Protection","Food and Protection",29,"20% - 29%","Total Population"
"food_shltr_vul",0.307692307692308,"strata","Area_AB","Vulnerability","Food and Shelther","Food and Shelther",31,"30% - 39%","Total Population"
"food_shltr_vul",0.252747252747253,"strata","Bethlehem Area C","Vulnerability","Food and Shelther","Food and Shelther",25,"20% - 29%","Total Population"
"food_shltr_vul",0.369458128078818,"strata","Hebron Area C","Vulnerability","Food and Shelther","Food and Shelther",37,"30% - 39%","Total Population"
"food_shltr_vul",0.341121495327103,"strata","Jenin Area C","Vulnerability","Food and Shelther","Food and Shelther",34,"30% - 39%","Total Population"
"food_shltr_vul",0.780172413793103,"strata","Jericho Area C","Vulnerability","Food and Shelther","Food and Shelther",78,"70% - 79%","Total Population"
"food_shltr_vul",0.422459893048128,"strata","Jerusalem_2 Area C","Vulnerability","Food and Shelther","Food and Shelther",42,"40% - 49%","Total Population"
"food_shltr_vul",0.371980676328502,"strata","Nablus Area C","Vulnerability","Food and Shelther","Food and Shelther",37,"30% - 39%","Total Population"
"food_shltr_vul",0.260663507109005,"strata","Qalqilya Area C","Vulnerability","Food and Shelther","Food and Shelther",26,"20% - 29%","Total Population"
"food_shltr_vul",0.317460317460317,"strata","Ramallah Area C","Vulnerability","Food and Shelther","Food and Shelther",32,"30% - 39%","Total Population"
"food_shltr_vul",0.183098591549296,"strata","Salfit Area C","Vulnerability","Food and Shelther","Food and Shelther",18,"10% - 19%","Total Population"
"food_shltr_vul",0.68586387434555,"strata","Tubas Area C","Vulnerability","Food and Shelther","Food and Shelther",69,"60% - 69%","Total Population"
"food_shltr_vul",0.434579439252336,"strata","Tulkarm Area C","Vulnerability","Food and Shelther","Food and Shelther",43,"40% - 49%","Total Population"
"food_shltr_vul",0.390476190476191,"strata","H2","Vulnerability","Food and Shelther","Food and Shelther",39,"30% - 39%","Total Population"
"food_vul",0.0333333333333333,"strata","H2","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",3,"0% - 9%","Total Population"
"food_vul",0.149038461538462,"strata","Area_AB","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",15,"10% - 19%","Total Population"
"food_vul",0.0824175824175824,"strata","Bethlehem Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",8,"0% - 9%","Total Population"
"food_vul",0.0344827586206897,"strata","Hebron Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",3,"0% - 9%","Total Population"
"food_vul",0.088785046728972,"strata","Jenin Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",9,"0% - 9%","Total Population"
"food_vul",0.28448275862069,"strata","Jericho Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",28,"20% - 29%","Total Population"
"food_vul",0.25668449197861,"strata","Jerusalem_2 Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",26,"20% - 29%","Total Population"
"food_vul",0.106280193236715,"strata","Nablus Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",11,"10% - 19%","Total Population"
"food_vul",0.137440758293839,"strata","Qalqilya Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",14,"10% - 19%","Total Population"
"food_vul",0.148148148148148,"strata","Ramallah Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",15,"10% - 19%","Total Population"
"food_vul",0.0469483568075117,"strata","Salfit Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",5,"0% - 9%","Total Population"
"food_vul",0.0209424083769634,"strata","Tubas Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",2,"0% - 9%","Total Population"
"food_vul",0.163551401869159,"strata","Tulkarm Area C","Food Security Vulnerability","% of HHs experiencing food security vulnerability","% of HHs experiencing food security vulnerability",16,"10% - 19%","Total Population"
"food_wash_vul",0.370192307692308,"strata","Area_AB","Vulnerability","Food and Wash","Food and Wash",37,"30% - 39%","Total Population"
"food_wash_vul",0.313186813186813,"strata","Bethlehem Area C","Vulnerability","Food and Wash","Food and Wash",31,"30% - 39%","Total Population"
"food_wash_vul",0.379310344827586,"strata","Hebron Area C","Vulnerability","Food and Wash","Food and Wash",38,"30% - 39%","Total Population"
"food_wash_vul",0.266355140186916,"strata","Jenin Area C","Vulnerability","Food and Wash","Food and Wash",27,"20% - 29%","Total Population"
"food_wash_vul",0.896551724137931,"strata","Jericho Area C","Vulnerability","Food and Wash","Food and Wash",90,"90% - 100%","Total Population"
"food_wash_vul",0.470588235294118,"strata","Jerusalem_2 Area C","Vulnerability","Food and Wash","Food and Wash",47,"40% - 49%","Total Population"
"food_wash_vul",0.318840579710145,"strata","Nablus Area C","Vulnerability","Food and Wash","Food and Wash",32,"30% - 39%","Total Population"
"food_wash_vul",0.28436018957346,"strata","Qalqilya Area C","Vulnerability","Food and Wash","Food and Wash",28,"20% - 29%","Total Population"
"food_wash_vul",0.35978835978836,"strata","Ramallah Area C","Vulnerability","Food and Wash","Food and Wash",36,"30% - 39%","Total Population"
"food_wash_vul",0.211267605633803,"strata","Salfit Area C","Vulnerability","Food and Wash","Food and Wash",21,"20% - 29%","Total Population"
"food_wash_vul",0.591623036649215,"strata","Tubas Area C","Vulnerability","Food and Wash","Food and Wash",59,"50% - 59%","Total Population"
"food_wash_vul",0.369158878504673,"strata","Tulkarm Area C","Vulnerability","Food and Wash","Food and Wash",37,"30% - 39%","Total Population"
"food_wash_vul",0.361904761904762,"strata","H2","Vulnerability","Food and Wash","Food and Wash",36,"30% - 39%","Total Population"
"four_dim_vul",0.256544502617801,"strata","Tubas Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",26,"20% - 29%","Total Population"
"four_dim_vul",0.120192307692308,"strata","Area_AB","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",12,"10% - 19%","Total Population"
"four_dim_vul",0.17032967032967,"strata","Bethlehem Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",17,"10% - 19%","Total Population"
"four_dim_vul",0.152709359605911,"strata","Hebron Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",15,"10% - 19%","Total Population"
"four_dim_vul",0.163551401869159,"strata","Jenin Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul",0.125,"strata","Jericho Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",12,"10% - 19%","Total Population"
"four_dim_vul",0.133689839572192,"strata","Jerusalem_2 Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",13,"10% - 19%","Total Population"
"four_dim_vul",0.173913043478261,"strata","Nablus Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",17,"10% - 19%","Total Population"
"four_dim_vul",0.118483412322275,"strata","Qalqilya Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",12,"10% - 19%","Total Population"
"four_dim_vul",0.158730158730159,"strata","Ramallah Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",16,"10% - 19%","Total Population"
"four_dim_vul",0.0704225352112676,"strata","Salfit Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",7,"0% - 9%","Total Population"
"four_dim_vul",0.144859813084112,"strata","Tulkarm Area C","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",14,"10% - 19%","Total Population"
"four_dim_vul",0.180952380952381,"strata","H2","Vulnerability","% of HH with four vulnerabilities dimensions","% of HH with four vulnerabilities dimensions",18,"10% - 19%","Total Population"
"h_1",0.275862068965517,"strata","Hebron Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",28,"20% - 29%","Total Population"
"h_1",0.445054945054945,"strata","Bethlehem Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1",0.5,"strata","Area_AB","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1",0.468599033816425,"strata","Nablus Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1",0.317757009345794,"strata","Jenin Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",32,"30% - 39%","Total Population"
"h_1",0.487068965517241,"strata","Jericho Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",49,"40% - 49%","Total Population"
"h_1",0.370967741935484,"strata","Jerusalem_2 Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",37,"30% - 39%","Total Population"
"h_1",0.252631578947368,"strata","Tubas Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",25,"20% - 29%","Total Population"
"h_1",0.42654028436019,"strata","Qalqilya Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1",0.391534391534392,"strata","Ramallah Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",39,"30% - 39%","Total Population"
"h_1",0.220657276995305,"strata","Salfit Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",22,"20% - 29%","Total Population"
"h_1",0.457943925233645,"strata","Tulkarm Area C","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",46,"40% - 49%","Total Population"
"h_1",0.361904761904762,"strata","H2","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",36,"30% - 39%","Total Population"
"h_2",0.140939597315436,"strata","Hebron Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",14,"10% - 19%","HHs that accessed Health services"
"h_2",0.216666666666667,"strata","Area_AB","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",22,"20% - 29%","HHs that accessed Health services"
"h_2",0.507462686567164,"strata","Bethlehem Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",51,"50% - 59%","HHs that accessed Health services"
"h_2",0.188235294117647,"strata","Nablus Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",19,"10% - 19%","HHs that accessed Health services"
"h_2",0.277777777777778,"strata","Jenin Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",28,"20% - 29%","HHs that accessed Health services"
"h_2",0.525974025974026,"strata","Jericho Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",53,"50% - 59%","HHs that accessed Health services"
"h_2",0.230769230769231,"strata","Jerusalem_2 Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",23,"20% - 29%","HHs that accessed Health services"
"h_2",0.2625,"strata","Tubas Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",26,"20% - 29%","HHs that accessed Health services"
"h_2",0.128,"strata","Qalqilya Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",13,"10% - 19%","HHs that accessed Health services"
"h_2",0.121212121212121,"strata","Ramallah Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",12,"10% - 19%","HHs that accessed Health services"
"h_2",0.0253164556962025,"strata","Salfit Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",3,"0% - 9%","HHs that accessed Health services"
"h_2",0.211764705882353,"strata","Tulkarm Area C","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",21,"20% - 29%","HHs that accessed Health services"
"h_2",0.109090909090909,"strata","H2","Health Vulnerability","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection","% of HHs with at least one member who faced difficulties in accessing health services in the 3 months prior to data collection",11,"10% - 19%","HHs that accessed Health services"
"hlth_pov_vul",0.716346153846154,"strata","Area_AB","Vulnerability","Health and Monetary","Health and Monetary",72,"70% - 79%","Total Population"
"hlth_pov_vul",0.714285714285714,"strata","Bethlehem Area C","Vulnerability","Health and Monetary","Health and Monetary",71,"70% - 79%","Total Population"
"hlth_pov_vul",0.532019704433498,"strata","Hebron Area C","Vulnerability","Health and Monetary","Health and Monetary",53,"50% - 59%","Total Population"
"hlth_pov_vul",0.55607476635514,"strata","Jenin Area C","Vulnerability","Health and Monetary","Health and Monetary",56,"50% - 59%","Total Population"
"hlth_pov_vul",0.780172413793103,"strata","Jericho Area C","Vulnerability","Health and Monetary","Health and Monetary",78,"70% - 79%","Total Population"
"hlth_pov_vul",0.72192513368984,"strata","Jerusalem_2 Area C","Vulnerability","Health and Monetary","Health and Monetary",72,"70% - 79%","Total Population"
"hlth_pov_vul",0.613526570048309,"strata","Nablus Area C","Vulnerability","Health and Monetary","Health and Monetary",61,"60% - 69%","Total Population"
"hlth_pov_vul",0.554502369668246,"strata","Qalqilya Area C","Vulnerability","Health and Monetary","Health and Monetary",55,"50% - 59%","Total Population"
"hlth_pov_vul",0.645502645502646,"strata","Ramallah Area C","Vulnerability","Health and Monetary","Health and Monetary",65,"60% - 69%","Total Population"
"hlth_pov_vul",0.436619718309859,"strata","Salfit Area C","Vulnerability","Health and Monetary","Health and Monetary",44,"40% - 49%","Total Population"
"hlth_pov_vul",0.460732984293194,"strata","Tubas Area C","Vulnerability","Health and Monetary","Health and Monetary",46,"40% - 49%","Total Population"
"hlth_pov_vul",0.58411214953271,"strata","Tulkarm Area C","Vulnerability","Health and Monetary","Health and Monetary",58,"50% - 59%","Total Population"
"hlth_pov_vul",0.6,"strata","H2","Vulnerability","Health and Monetary","Health and Monetary",60,"60% - 69%","Total Population"
"hlth_shltr_vul",0.625,"strata","Area_AB","Vulnerability","Health and Shelther","Health and Shelther",62,"60% - 69%","Total Population"
"hlth_shltr_vul",0.675824175824176,"strata","Bethlehem Area C","Vulnerability","Health and Shelther","Health and Shelther",68,"60% - 69%","Total Population"
"hlth_shltr_vul",0.541871921182266,"strata","Hebron Area C","Vulnerability","Health and Shelther","Health and Shelther",54,"50% - 59%","Total Population"
"hlth_shltr_vul",0.55607476635514,"strata","Jenin Area C","Vulnerability","Health and Shelther","Health and Shelther",56,"50% - 59%","Total Population"
"hlth_shltr_vul",0.862068965517241,"strata","Jericho Area C","Vulnerability","Health and Shelther","Health and Shelther",86,"80% - 89%","Total Population"
"hlth_shltr_vul",0.577540106951872,"strata","Jerusalem_2 Area C","Vulnerability","Health and Shelther","Health and Shelther",58,"50% - 59%","Total Population"
"hlth_shltr_vul",0.666666666666667,"strata","Nablus Area C","Vulnerability","Health and Shelther","Health and Shelther",67,"60% - 69%","Total Population"
"hlth_shltr_vul",0.540284360189573,"strata","Qalqilya Area C","Vulnerability","Health and Shelther","Health and Shelther",54,"50% - 59%","Total Population"
"hlth_shltr_vul",0.571428571428572,"strata","Ramallah Area C","Vulnerability","Health and Shelther","Health and Shelther",57,"50% - 59%","Total Population"
"hlth_shltr_vul",0.31924882629108,"strata","Salfit Area C","Vulnerability","Health and Shelther","Health and Shelther",32,"30% - 39%","Total Population"
"hlth_shltr_vul",0.795811518324607,"strata","Tubas Area C","Vulnerability","Health and Shelther","Health and Shelther",80,"80% - 89%","Total Population"
"hlth_shltr_vul",0.672897196261682,"strata","Tulkarm Area C","Vulnerability","Health and Shelther","Health and Shelther",67,"60% - 69%","Total Population"
"hlth_shltr_vul",0.623809523809524,"strata","H2","Vulnerability","Health and Shelther","Health and Shelther",62,"60% - 69%","Total Population"
"hlth_vul",0.32512315270936,"strata","Hebron Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",33,"30% - 39%","Total Population"
"hlth_vul",0.533653846153846,"strata","Area_AB","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",53,"50% - 59%","Total Population"
"hlth_vul",0.615384615384615,"strata","Bethlehem Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",62,"60% - 69%","Total Population"
"hlth_vul",0.541062801932367,"strata","Nablus Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",54,"50% - 59%","Total Population"
"hlth_vul",0.406542056074766,"strata","Jenin Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",41,"40% - 49%","Total Population"
"hlth_vul",0.616379310344828,"strata","Jericho Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",62,"60% - 69%","Total Population"
"hlth_vul",0.422459893048128,"strata","Jerusalem_2 Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",42,"40% - 49%","Total Population"
"hlth_vul",0.319371727748691,"strata","Tubas Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",32,"30% - 39%","Total Population"
"hlth_vul",0.450236966824644,"strata","Qalqilya Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",45,"40% - 49%","Total Population"
"hlth_vul",0.433862433862434,"strata","Ramallah Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",43,"40% - 49%","Total Population"
"hlth_vul",0.225352112676056,"strata","Salfit Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",23,"20% - 29%","Total Population"
"hlth_vul",0.518691588785047,"strata","Tulkarm Area C","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul",0.404761904761905,"strata","H2","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",40,"40% - 49%","Total Population"
"hlth_wash_vul",0.668269230769231,"strata","Area_AB","Vulnerability","Health and Wash","Health and Wash",67,"60% - 69%","Total Population"
"hlth_wash_vul",0.703296703296703,"strata","Bethlehem Area C","Vulnerability","Health and Wash","Health and Wash",70,"70% - 79%","Total Population"
"hlth_wash_vul",0.517241379310345,"strata","Hebron Area C","Vulnerability","Health and Wash","Health and Wash",52,"50% - 59%","Total Population"
"hlth_wash_vul",0.518691588785047,"strata","Jenin Area C","Vulnerability","Health and Wash","Health and Wash",52,"50% - 59%","Total Population"
"hlth_wash_vul",0.931034482758621,"strata","Jericho Area C","Vulnerability","Health and Wash","Health and Wash",93,"90% - 100%","Total Population"
"hlth_wash_vul",0.636363636363636,"strata","Jerusalem_2 Area C","Vulnerability","Health and Wash","Health and Wash",64,"60% - 69%","Total Population"
