"dependent.var","independent.var.value","numbers","repeat.var","Area","Vulnerability Dimension","research.question","Indicator","Percent","Percent_groups","Population Reference"
"h_1","Male headed households",0.377358490566038,"strata","Umm an Naser","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",38,"30% - 39%","Total Population"
"h_1","Male headed households",0.392156862745098,"strata","Wadi as Salqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",39,"30% - 39%","Total Population"
"h_1","Female headed households",0.529411764705882,"strata","Wadi as Salqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",53,"50% - 59%","Total Population"
"h_1","Out-of Camp Refugee households",0.424657534246575,"strata","Beit Lahiya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.471698113207547,"strata","An Naser","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.466666666666667,"strata","An Naser","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.434782608695652,"strata","An Nuseirat","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.434782608695652,"strata","Deir al Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.482352941176471,"strata","Deir al Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","In Camp Refugee households",0.586776859504132,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",59,"50% - 59%","Total Population"
"h_1","Non Refugee households",0.666666666666667,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",67,"60% - 69%","Total Population"
"h_1","Non Refugee households",0.46875,"strata","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.671428571428571,"strata","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",67,"60% - 69%","Total Population"
"h_1","Out-of Camp Refugee households",0.452380952380952,"strata","Jabalya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.377777777777778,"strata","Jabalya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",38,"30% - 39%","Total Population"
"h_1","Households without disability",0.454545454545455,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1","Households with disability",0.9,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",90,"90% - 100%","Total Population"
"h_1","All households",0.496124031007752,"strata","Beit Lahiya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","All households",0.5390625,"strata","Al Bureij Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",54,"50% - 59%","Total Population"
"h_1","All households",0.465648854961832,"strata","Deir al Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","Households with disability",0.933333333333333,"strata","Rafah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",93,"90% - 100%","Total Population"
"h_1","Households without disability",0.509433962264151,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",51,"50% - 59%","Total Population"
"h_1","Households with disability",0.857142857142857,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",86,"80% - 89%","Total Population"
"h_1","Female headed households",0.5,"strata","Juhor ad Dik","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","Male headed households",0.372881355932203,"strata","Khan Yunis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",37,"30% - 39%","Total Population"
"h_1","Female headed households",0.461538461538462,"strata","Khan Yunis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",46,"40% - 49%","Total Population"
"h_1","Male headed households",0.5,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","Female headed households",0.823529411764706,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",82,"80% - 89%","Total Population"
"h_1","Out-of Camp Refugee households",0.475409836065574,"strata","Al Musaddar","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","All households",0.512396694214876,"strata","'Abasan al Jadida (as Saghira)","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",51,"50% - 59%","Total Population"
"h_1","All households",0.34375,"strata","'Abasan al Kabira","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",34,"30% - 39%","Total Population"
"h_1","All households",0.4765625,"strata","Al Bureij","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","All households",0.339285714285714,"strata","Al Fukhkhari","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",34,"30% - 39%","Total Population"
"h_1","All households",0.479338842975207,"strata","Al Maghazi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","All households",0.475806451612903,"strata","Al Mughraqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","All households",0.495238095238095,"strata","Al Musaddar","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","Non Refugee households",0,"strata","Shokat as Sufi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",0,"0% - 9%","Total Population"
"h_1","Out-of Camp Refugee households",0.481818181818182,"strata","Az Zawayda","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.368421052631579,"strata","Az Zawayda","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",37,"30% - 39%","Total Population"
"h_1","Non Refugee households",0.328767123287671,"strata","Bani Suheila","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",33,"30% - 39%","Total Population"
"h_1","Out-of Camp Refugee households",0.315789473684211,"strata","Bani Suheila","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",32,"30% - 39%","Total Population"
"h_1","Out-of Camp Refugee households",0.450819672131148,"strata","Beit Hanoun","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.428571428571429,"strata","Beit Hanoun","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.589285714285714,"strata","Beit Lahiya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",59,"50% - 59%","Total Population"
"h_1","Households without disability",0.481132075471698,"strata","Juhor ad Dik","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","Households with disability",0.666666666666667,"strata","Juhor ad Dik","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",67,"60% - 69%","Total Population"
"h_1","Households without disability",0.35042735042735,"strata","Khan Yunis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",35,"30% - 39%","Total Population"
"h_1","All households",0.588709677419355,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",59,"50% - 59%","Total Population"
"h_1","All households",0.574626865671642,"strata","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1","All households",0.426356589147287,"strata","Jabalya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1","All households",0.571428571428572,"strata","Jabalya Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1","All households",0.491071428571429,"strata","Juhor ad Dik","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",49,"40% - 49%","Total Population"
"h_1","All households",0.381679389312977,"strata","Khan Yunis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",38,"30% - 39%","Total Population"
"h_1","All households",0.544,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",54,"50% - 59%","Total Population"
"h_1","All households",0.432,"strata","Khuza'a","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1","In Camp Refugee households",0.571428571428572,"strata","Jabalya Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1","Non Refugee households",0.459459459459459,"strata","Juhor ad Dik","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",46,"40% - 49%","Total Population"
"h_1","Households without disability",0.455357142857143,"strata","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",46,"40% - 49%","Total Population"
"h_1","Households with disability",0.727272727272727,"strata","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",73,"70% - 79%","Total Population"
"h_1","Households without disability",0.377551020408163,"strata","Rafah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",38,"30% - 39%","Total Population"
"h_1","Households without disability",0.423728813559322,"strata","An Nuseirat","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Households with disability",0.666666666666667,"strata","An Nuseirat","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",67,"60% - 69%","Total Population"
"h_1","Households without disability",0.45360824742268,"strata","Shokat as Sufi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1","Households with disability",0.681818181818182,"strata","Shokat as Sufi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",68,"60% - 69%","Total Population"
"h_1","Households with disability",0.8125,"strata","Az Zawayda","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",81,"80% - 89%","Total Population"
"h_1","Households without disability",0.415929203539823,"strata","Az Zawayda","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Households with disability",0.625,"strata","Bani Suheila","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",62,"60% - 69%","Total Population"
"h_1","Households without disability",0.280701754385965,"strata","Bani Suheila","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",28,"20% - 29%","Total Population"
"h_1","Households without disability",0.411214953271028,"strata","Beit Hanoun","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",41,"40% - 49%","Total Population"
"h_1","Households with disability",0.636363636363636,"strata","Beit Hanoun","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",64,"60% - 69%","Total Population"
"h_1","Households without disability",0.419047619047619,"strata","Beit Lahiya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Households with disability",0.833333333333333,"strata","Beit Lahiya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",83,"80% - 89%","Total Population"
"h_1","Households with disability",0.9,"strata","Al Bureij Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",90,"90% - 100%","Total Population"
"h_1","Households without disability",0.472222222222222,"strata","Al Bureij Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","Households without disability",0.419642857142857,"strata","Deir al Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Households with disability",0.736842105263158,"strata","Deir al Balah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",74,"70% - 79%","Total Population"
"h_1","Households without disability",0.528301886792453,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",53,"50% - 59%","Total Population"
"h_1","Households with disability",0.944444444444444,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",94,"90% - 100%","Total Population"
"h_1","Households without disability",0.53448275862069,"strata","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",53,"50% - 59%","Total Population"
"h_1","Households with disability",0.833333333333333,"strata","Gaza","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",83,"80% - 89%","Total Population"
"h_1","Households without disability",0.401869158878505,"strata","Jabalya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",40,"40% - 49%","Total Population"
"h_1","Households with disability",0.545454545454545,"strata","Jabalya","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",55,"50% - 59%","Total Population"
"h_1","Households without disability",0.477777777777778,"strata","Jabalya Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","Households with disability",0.767441860465116,"strata","Jabalya Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",77,"70% - 79%","Total Population"
"h_1","All households",0.449612403100775,"strata","Beit Hanoun","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1","Households without disability",0.474226804123711,"strata","'Abasan al Jadida (as Saghira)","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","Households with disability",0.666666666666667,"strata","'Abasan al Jadida (as Saghira)","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",67,"60% - 69%","Total Population"
"h_1","Households with disability",0.642857142857143,"strata","Khan Yunis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",64,"60% - 69%","Total Population"
"h_1","Households without disability",0.524271844660194,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",52,"50% - 59%","Total Population"
"h_1","Households with disability",0.636363636363636,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",64,"60% - 69%","Total Population"
"h_1","Households without disability",0.37037037037037,"strata","Khuza'a","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",37,"30% - 39%","Total Population"
"h_1","Households with disability",0.823529411764706,"strata","Khuza'a","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",82,"80% - 89%","Total Population"
"h_1","Households without disability",0.382608695652174,"strata","Madinat Ezahra","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",38,"30% - 39%","Total Population"
"h_1","Households with disability",1,"strata","Madinat Ezahra","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",100,"90% - 100%","Total Population"
"h_1","Households with disability",0.833333333333333,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",83,"80% - 89%","Total Population"
"h_1","Households without disability",0.422018348623853,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.552631578947368,"strata","'Abasan al Jadida (as Saghira)","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",55,"50% - 59%","Total Population"
"h_1","Out-of Camp Refugee households",0.444444444444444,"strata","'Abasan al Jadida (as Saghira)","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",44,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.288461538461538,"strata","'Abasan al Kabira","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",29,"20% - 29%","Total Population"
"h_1","Non Refugee households",0.381578947368421,"strata","'Abasan al Kabira","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",38,"30% - 39%","Total Population"
"h_1","Out-of Camp Refugee households",0.475,"strata","Al Bureij","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",48,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.5,"strata","Al Bureij","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","Out-of Camp Refugee households",0.351851851851852,"strata","Al Fukhkhari","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",35,"30% - 39%","Total Population"
"h_1","Non Refugee households",0,"strata","Al Fukhkhari","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",0,"0% - 9%","Total Population"
"h_1","Out-of Camp Refugee households",0.48695652173913,"strata","Al Maghazi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",49,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.333333333333333,"strata","Al Maghazi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",33,"30% - 39%","Total Population"
"h_1","Non Refugee households",0.416666666666667,"strata","Al Mughraqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.5,"strata","Al Mughraqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","Non Refugee households",0.522727272727273,"strata","Al Musaddar","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",52,"50% - 59%","Total Population"
"h_1","Non Refugee households",0.5,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","Non Refugee households",0.315789473684211,"strata","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",32,"30% - 39%","Total Population"
"h_1","Out-of Camp Refugee households",0.530434782608696,"strata","Rafah","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",53,"50% - 59%","Total Population"
"h_1","In Camp Refugee households",0.5078125,"strata","Rafah Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",51,"50% - 59%","Total Population"
"h_1","In Camp Refugee households",0.573770491803279,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",57,"50% - 59%","Total Population"
"h_1","Non Refugee households",0.4,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",40,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.392857142857143,"strata","Umm an Naser","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",39,"30% - 39%","Total Population"
"h_1","Non Refugee households",0.428571428571429,"strata","Umm an Naser","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.427184466019417,"strata","Wadi as Salqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
"h_1","All households",0.372093023255814,"strata","Al Qarara","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",37,"30% - 39%","Total Population"
"h_1","All households",0.471074380165289,"strata","An Naser","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","All households",0.440944881889764,"strata","An Nuseirat","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",44,"40% - 49%","Total Population"
"h_1","All households",0.495798319327731,"strata","Shokat as Sufi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",50,"50% - 59%","Total Population"
"h_1","All households",0.465116279069767,"strata","Az Zawayda","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","All households",0.323076923076923,"strata","Bani Suheila","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",32,"30% - 39%","Total Population"
"h_1","Female headed households",0.6875,"strata","Shokat as Sufi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",69,"60% - 69%","Total Population"
"h_1","Male headed households",0.43859649122807,"strata","Az Zawayda","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",44,"40% - 49%","Total Population"
"h_1","Female headed households",0.666666666666667,"strata","Az Zawayda","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",67,"60% - 69%","Total Population"
"h_1","Households with disability",0.470588235294118,"strata","'Abasan al Kabira","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",47,"40% - 49%","Total Population"
"h_1","Households without disability",0.324324324324324,"strata","'Abasan al Kabira","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",32,"30% - 39%","Total Population"
"h_1","Households without disability",0.43859649122807,"strata","Al Bureij","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",44,"40% - 49%","Total Population"
"h_1","Households with disability",0.785714285714286,"strata","Al Bureij","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",79,"70% - 79%","Total Population"
"h_1","Households without disability",0.303030303030303,"strata","Al Fukhkhari","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",30,"30% - 39%","Total Population"
"h_1","Households with disability",0.615384615384615,"strata","Al Fukhkhari","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",62,"60% - 69%","Total Population"
"h_1","Households without disability",0.416666666666667,"strata","Al Maghazi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",42,"40% - 49%","Total Population"
"h_1","Households with disability",1,"strata","Al Maghazi","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",100,"90% - 100%","Total Population"
"h_1","Households without disability",0.445454545454545,"strata","Al Mughraqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",45,"40% - 49%","Total Population"
"h_1","Households with disability",0.714285714285714,"strata","Al Mughraqa","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",71,"70% - 79%","Total Population"
"h_1","Households without disability",0.494845360824742,"strata","Al Musaddar","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",49,"40% - 49%","Total Population"
"h_1","Out-of Camp Refugee households",0.506666666666667,"strata","Juhor ad Dik","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",51,"50% - 59%","Total Population"
"h_1","Non Refugee households",0.326086956521739,"strata","Khan Yunis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",33,"30% - 39%","Total Population"
"h_1","Out-of Camp Refugee households",0.411764705882353,"strata","Khan Yunis","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",41,"40% - 49%","Total Population"
"h_1","In Camp Refugee households",0.548387096774194,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",55,"50% - 59%","Total Population"
"h_1","Non Refugee households",0,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",0,"0% - 9%","Total Population"
"h_1","Out-of Camp Refugee households",0.442477876106195,"strata","Khuza'a","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",44,"40% - 49%","Total Population"
"h_1","Non Refugee households",0.333333333333333,"strata","Khuza'a","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",33,"30% - 39%","Total Population"
"h_1","Out-of Camp Refugee households",0.431372549019608,"strata","Madinat Ezahra","Health Vulnerability","% of HHs with at least one member who has a chronic disease","% of HHs with at least one member who has a chronic disease",43,"40% - 49%","Total Population"
