"dependent.var","numbers","repeat.var","repeat.var.value","Indicator Group / Sector","research.question","sub.research.question"
"ep1_i",0.390747386559368,"governorate_wb","bethlehem","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.390747386559368,"governorate_wb","bethlehem","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.827532282472757,"governorate_wb","hebron","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.913785179680389,"governorate_wb","jenin","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.570512820512821,"governorate_wb","jericho","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.869313560785313,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.639297531350821,"governorate_wb","nablus","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.83755022991455,"governorate_wb","qalqiliya","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.683333333333333,"governorate_wb","ramallah","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.866601349472778,"governorate_wb","tulkarm","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.866601349472778,"governorate_wb","tulkarm","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.547008547008547,"governorate_wb","tubas","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_i",0.844155844155844,"governorate_wb","salfit","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Trained counsellors available"
"ep1_ii",0.320834826523308,"governorate_wb","jenin","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0769230769230769,"governorate_wb","jericho","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.378734391827844,"governorate_wb","hebron","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.257299331079807,"governorate_wb","qalqiliya","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.05,"governorate_wb","ramallah","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.14854589816461,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0356046300167141,"governorate_wb","nablus","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0126914872003442,"governorate_wb","tulkarm","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0126914872003442,"governorate_wb","tulkarm","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0194805194805195,"governorate_wb","salfit","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.376068376068376,"governorate_wb","tubas","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0264085491048669,"governorate_wb","bethlehem","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0264085491048669,"governorate_wb","bethlehem","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.378734391827844,"governorate_wb","hebron","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.320834826523308,"governorate_wb","jenin","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0769230769230769,"governorate_wb","jericho","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.14854589816461,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0356046300167141,"governorate_wb","nablus","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.257299331079807,"governorate_wb","qalqiliya","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.05,"governorate_wb","ramallah","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.0194805194805195,"governorate_wb","salfit","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_ii",0.376068376068376,"governorate_wb","tubas","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Teachers trained in PSS available"
"ep1_iii",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","hebron","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.00269421313498785,"governorate_wb","jenin","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","jericho","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.000154415525641275,"governorate_wb","nablus","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.000278281773709191,"governorate_wb","qalqiliya","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","ramallah","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.012987012987013,"governorate_wb","salfit","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.0854700854700855,"governorate_wb","tubas","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.000667973010544434,"governorate_wb","tulkarm","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.000667973010544434,"governorate_wb","tulkarm","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","hebron","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.00269421313498785,"governorate_wb","jenin","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","jericho","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.000154415525641275,"governorate_wb","nablus","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.000278281773709191,"governorate_wb","qalqiliya","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","ramallah","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.0854700854700855,"governorate_wb","tubas","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep1_iii",0.012987012987013,"governorate_wb","salfit","Education, Protection","% of households reporting the availability of PSS services in school by type of service","Information on external PSS services"
"ep2",0.568627450980392,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.847457627118644,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.804958035240349,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",1,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",1,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.804958035240349,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.326244005195366,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.511245684481395,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.747687265449947,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.647058823529412,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.793103448275862,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.659090909090909,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.413488715308688,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.413488715308688,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.511245684481395,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.568627450980392,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.847457627118644,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.326244005195366,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.659090909090909,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.747687265449947,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.647058823529412,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2",0.793103448275862,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to accessing education","% of households reporting barriers to accessing education"
"ep2_i",0.145858114731812,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.156862745098039,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.169491525423729,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.00930190283172329,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.930329508247404,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.930329508247404,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.145858114731812,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.156862745098039,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.169491525423729,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.24174023374981,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.147058823529412,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.431818181818182,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.24174023374981,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.147058823529412,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.00930190283172329,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0.431818181818182,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_i",0,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","School stopped functioning and is now closed"
"ep2_ii",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0.101694915254237,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0.00264312520006071,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0.00697642712379247,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0.101694915254237,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0.00697642712379247,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0.00264312520006071,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_ii",0,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for girls"
"ep2_iii",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.00132156260003036,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.0338983050847458,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.00930190283172329,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.0689655172413793,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.0227272727272727,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.0338983050847458,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.00930190283172329,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.00132156260003036,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.0689655172413793,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iii",0.0227272727272727,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","Going to or attending school is not safe for boys"
"ep2_iv",0.0196078431372549,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0338983050847458,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.00465095141586165,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0882352941176471,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0344827586206897,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.00249904099586561,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.00275279904258944,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.00275279904258944,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0454545454545454,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.307013369782352,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.307013369782352,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.00249904099586561,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0196078431372549,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0338983050847458,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.00465095141586165,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0454545454545454,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0882352941176471,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_iv",0.0344827586206897,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","We can’t afford to pay for the school related expenses"
"ep2_ix",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_ix",0,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","Lack of staff to run the school"
"ep2_v",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0.258805209665372,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0.0344827586206897,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0.00137639952129472,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0.00137639952129472,"governorate_wb","tulkarm","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","hebron","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","jenin","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","jericho","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","bethlehem","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","nablus","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","qalqiliya","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","ramallah","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0.258805209665372,"governorate_wb","jerusalem_2","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0,"governorate_wb","tubas","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
"ep2_v",0.0344827586206897,"governorate_wb","salfit","Education, Protection","% of households reporting barriers to school by type of barriers","We are not able to register or enrol our children in the school"
