X_uuid;difficulty_sex;difficulty_age;difficulty_seeing;difficulty_hearing;difficulty_walking;difficulty_remembering;difficulty_washing;difficulty_communicating
7996bb8d-9240-4fd9-b0eb-eccb2f0f5836;male;9;some_difficulty;;no_difficulty;no_difficulty;no_difficulty;no_difficulty
7996bb8d-9240-4fd9-b0eb-eccb2f0f5836;male;11;no_difficulty;;some_difficulty;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
7996bb8d-9240-4fd9-b0eb-eccb2f0f5836;female;4;;;;;;
35ff0786-2d1c-41e4-a222-8034fca9e23c;male;10;some_difficulty;;;;;
35ff0786-2d1c-41e4-a222-8034fca9e23c;male;15;some_difficulty;;;;;
3c58175a-6498-48ad-a3d5-19b263dff848;male;21;some_difficulty;;;;;
3dd52ba9-97f1-4870-9b30-65f728e5fff1;female;18;;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
515b2d65-2661-4ee2-aca3-8d0154b1cec6;female;30;some_difficulty;;;;;
4833ebaf-f6a3-4fce-bc68-6ea694b122fc;female;54;;;a_lot_of_difficulty;;;
03166c2e-1271-4db6-92bd-0094c43eb14d;female;61;;;a_lot_of_difficulty;;;
decf5fb5-1f63-454d-8ab4-ba8d469de5bc;male;15;;;cannot_do_at_all;;;no_difficulty
decf5fb5-1f63-454d-8ab4-ba8d469de5bc;male;15;;;cannot_do_at_all;;;no_difficulty
decf5fb5-1f63-454d-8ab4-ba8d469de5bc;female;14;;;no_difficulty;;;some_difficulty
621a29be-82e3-43fa-8362-6c434097330e;female;51;no_difficulty;some_difficulty;;;;
621a29be-82e3-43fa-8362-6c434097330e;male;53;some_difficulty;no_difficulty;;;;
f122627d-faa4-4dfe-9388-fd55537f387a;male;64;some_difficulty;;;;;
bc6a1a0e-e1af-448b-bdbf-8b7ab5dc19c2;male;15;some_difficulty;some_difficulty;;;;
bc6a1a0e-e1af-448b-bdbf-8b7ab5dc19c2;male;21;some_difficulty;some_difficulty;;;;
e1028220-b70e-42d6-9a6d-83828badf3a7;female;6;some_difficulty;;;;;
1a30bbd7-9a64-47d7-841a-a8701108b235;female;76;;;some_difficulty;;;
aa9cb3b4-107a-4509-9c72-752520b1b9b9;male;65;a_lot_of_difficulty;;a_lot_of_difficulty;;;
cc173f6a-8028-4d32-bd4d-7ce7f4309d37;male;17;cannot_do_at_all;;;;;
d67c1f7f-37cb-4e5a-9a56-dc94ace577a8;male;53;;;some_difficulty;;;
5c23a924-3722-4284-b277-c627abd4f2c8;male;35;;;cannot_do_at_all;a_lot_of_difficulty;cannot_do_at_all;a_lot_of_difficulty
a15d59ad-8fe5-4ad0-9465-cb74015e8446;female;72;some_difficulty;;some_difficulty;;some_difficulty;
e2decf2c-e1aa-48a1-bcb5-1f89269009a1;male;80;some_difficulty;;;;;
b3aad3f1-b2e1-47a7-bd1b-209f649d667f;male;75;;some_difficulty;some_difficulty;some_difficulty;some_difficulty;
b3aad3f1-b2e1-47a7-bd1b-209f649d667f;female;70;;some_difficulty;some_difficulty;some_difficulty;some_difficulty;
81d101a6-b974-4066-9953-bea20f9acc6e;female;50;some_difficulty;;;;;
e7abe089-22c8-490b-9f2d-f66b49cf06f2;female;53;some_difficulty;;;no_difficulty;;
e7abe089-22c8-490b-9f2d-f66b49cf06f2;female;21;no_difficulty;;;a_lot_of_difficulty;;
bfb53064-6cea-4092-9341-b5d1b9ef3e63;female;31;a_lot_of_difficulty;;;;;
c16d5323-aa3d-440f-bcb6-84d565685e65;male;3;;;;;;
28733069-7a94-476c-b61a-f0cacf05033e;male;85;a_lot_of_difficulty;;a_lot_of_difficulty;;;
28733069-7a94-476c-b61a-f0cacf05033e;male;85;a_lot_of_difficulty;;a_lot_of_difficulty;;;
e1c0e76e-36a4-4048-a00c-a994ea9058ac;female;14;;;some_difficulty;cannot_do_at_all;cannot_do_at_all;a_lot_of_difficulty
c2f6e12a-0def-42c8-9e88-4294ab1d5384;male;4;;;;;;
9be6aa6b-71bb-41dc-b94d-0c0bdcfc7d88;male;85;;some_difficulty;;;;
93b907ee-af39-423c-b5f0-b4ca218c6395;female;71;some_difficulty;;;;;
99d1e01a-a688-464d-bb12-788c6cb78de9;female;24;some_difficulty;;;;;
ca159e4f-7135-4a55-8412-d4351afcb2c3;female;49;some_difficulty;;;;;
c3614e4a-3a2d-44aa-ae17-1e00b7071822;male;5;some_difficulty;;;;;
c3614e4a-3a2d-44aa-ae17-1e00b7071822;female;16;some_difficulty;;;;;
3e26c858-9bb2-4832-915f-75c2469a817d;female;52;;;a_lot_of_difficulty;;;
1ac0cba2-f90d-4f25-abee-d55171bc0883;female;35;;some_difficulty;;;;
726d2b48-d03b-4db7-8f7d-3503ab58482f;male;70;;;some_difficulty;;;
9c69679a-c39e-4ea1-8883-91ad642325c1;female;42;some_difficulty;;;;;
01ff98f3-716d-430e-a188-49dff8c63b9e;female;4;;;;;;
eef90871-228c-4f5b-94d0-9547a277cf88;male;65;no_difficulty;;a_lot_of_difficulty;;;
eef90871-228c-4f5b-94d0-9547a277cf88;female;58;a_lot_of_difficulty;;no_difficulty;;;
78bd39a4-6107-4208-b332-af889d00b01e;female;6;;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
c62f8dc6-ac2f-4a9c-876d-6381ab665f27;male;65;;;some_difficulty;;;
f10d07b4-8ff8-49cd-9775-bc268c488caf;male;18;some_difficulty;;;;;
f10d07b4-8ff8-49cd-9775-bc268c488caf;male;17;some_difficulty;;;;;
f10d07b4-8ff8-49cd-9775-bc268c488caf;male;8;some_difficulty;;;;;
04815846-fe05-49de-aec9-3fbdebaeec73;male;3;;;;;;
5159c694-9dce-4c99-9fc4-2f73154a1081;female;20;some_difficulty;;;;;
a15bed60-9ec2-44cb-973d-61608d4e42b7;female;55;some_difficulty;;;;;
3f1e2817-16b3-401d-aae4-7595de5529d1;male;45;some_difficulty;;;;;
1b886879-78eb-46f3-831a-a178de88d291;female;41;some_difficulty;;;;;
cf56e714-82f7-4242-b779-6fe95624d6c0;male;70;;a_lot_of_difficulty;;;;
75fb3132-c31f-4c4d-b4a6-d93b7b5a11b4;female;73;a_lot_of_difficulty;;a_lot_of_difficulty;;;
75fb3132-c31f-4c4d-b4a6-d93b7b5a11b4;female;25;some_difficulty;;no_difficulty;;;
037a918b-58dd-45a6-8166-2ff26f5e3d2a;male;65;some_difficulty;;;;;
77bd34fa-a9c5-4b08-a812-8c00d629f0f8;female;6;;some_difficulty;;;;
b0cc102b-4d78-49f9-8c21-2ecf19ba59a0;male;30;;;;a_lot_of_difficulty;;
94ee3145-6c5a-448a-aa4a-e4d9ea36e025;male;33;;;;some_difficulty;;
7949dfcf-65c4-478d-9215-d5de921b02b4;female;49;some_difficulty;;;;;
63f51e39-d7f4-49ce-9218-533b737097ae;female;60;;;a_lot_of_difficulty;;;
7afda099-731a-4cf4-a7c1-ef3a2f293d81;male;12;;a_lot_of_difficulty;;;;
2d3b3faf-1050-4fe8-bc55-c16c5e7e0353;male;56;a_lot_of_difficulty;;a_lot_of_difficulty;;;
b2481e59-5954-46cc-ae31-5dac396bb116;male;63;;;some_difficulty;;;
7aee901d-9201-4286-ad96-d0ad6a13f76c;male;54;;some_difficulty;;;;
3e4cf560-685d-40b1-902f-ed297683dd0d;female;10;some_difficulty;;;;;
f29513e4-461f-470b-9636-51145094824c;male;62;;some_difficulty;;;;
4da17d76-0b8d-401f-a4d0-37cf6b4f02f6;male;69;a_lot_of_difficulty;;no_difficulty;;;
4da17d76-0b8d-401f-a4d0-37cf6b4f02f6;female;62;some_difficulty;;no_difficulty;;;
4da17d76-0b8d-401f-a4d0-37cf6b4f02f6;male;21;no_difficulty;;a_lot_of_difficulty;;;
6cbbadbf-4f78-4a1b-857f-9349d40b736a;male;53;some_difficulty;;some_difficulty;;;
6cbbadbf-4f78-4a1b-857f-9349d40b736a;female;12;some_difficulty;;no_difficulty;;;
6d822580-5201-4d55-b424-3cc5b5e5c993;female;69;some_difficulty;;some_difficulty;;;
6d822580-5201-4d55-b424-3cc5b5e5c993;male;71;no_difficulty;;a_lot_of_difficulty;;;
28895fb9-2614-4bfe-8f12-da0db768eb26;female;35;;some_difficulty;;;;
d2af26cc-bd25-427c-87b1-0437c76541c8;male;5;;a_lot_of_difficulty;;;;a_lot_of_difficulty
2aa33c52-7cfc-46a3-846b-19bc57b1cf18;male;5;some_difficulty;;;;;
0867e2b9-b463-4697-9cbf-064791837b81;female;57;;some_difficulty;a_lot_of_difficulty;;;
54289445-762c-4526-9573-f5a80ff67d8a;male;16;;;a_lot_of_difficulty;;;
d2303d5d-bbc2-4cb6-a83f-23c19767a010;female;74;;;a_lot_of_difficulty;;;
98006d74-fcb0-4d3e-aff2-3130a674f914;male;55;;cannot_do_at_all;;;;
7765eeba-8c0e-43f8-bb20-eadbe4f6c35f;male;82;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty;
b42e9fdd-c19e-4e56-9163-d731eac05ef5;male;31;;;cannot_do_at_all;;cannot_do_at_all;
013e289a-1b82-4da1-a337-b850f5d34834;female;50;some_difficulty;;;;;
013e289a-1b82-4da1-a337-b850f5d34834;female;16;some_difficulty;;;;;
3cb713ed-be27-4199-942f-e9f736f8886d;female;60;some_difficulty;;;;;
7a1aff8e-8a55-427f-ab95-1336f940ec26;male;44;;some_difficulty;some_difficulty;some_difficulty;some_difficulty;some_difficulty
7a1aff8e-8a55-427f-ab95-1336f940ec26;male;12;;some_difficulty;some_difficulty;some_difficulty;some_difficulty;some_difficulty
46cac185-b5eb-4c38-a888-ca47ef947826;male;2;;;;;;
54df8302-3983-4eb4-9b04-45d9a8a9fb02;male;70;some_difficulty;;a_lot_of_difficulty;;;
54df8302-3983-4eb4-9b04-45d9a8a9fb02;female;65;some_difficulty;;a_lot_of_difficulty;;;
97bff260-2437-4371-a68a-a16e35f56241;male;75;a_lot_of_difficulty;;a_lot_of_difficulty;some_difficulty;a_lot_of_difficulty;some_difficulty
97bff260-2437-4371-a68a-a16e35f56241;female;75;a_lot_of_difficulty;;a_lot_of_difficulty;a_lot_of_difficulty;cannot_do_at_all;some_difficulty
c45f473a-453f-4b35-ab15-962a7a2fa8ab;male;17;some_difficulty;;;;;
c45f473a-453f-4b35-ab15-962a7a2fa8ab;male;16;some_difficulty;;;;;
c45f473a-453f-4b35-ab15-962a7a2fa8ab;male;13;some_difficulty;;;;;
c45f473a-453f-4b35-ab15-962a7a2fa8ab;male;12;some_difficulty;;;;;
c45f473a-453f-4b35-ab15-962a7a2fa8ab;male;6;some_difficulty;;;;;
c45f473a-453f-4b35-ab15-962a7a2fa8ab;female;15;some_difficulty;;;;;
c45f473a-453f-4b35-ab15-962a7a2fa8ab;female;11;some_difficulty;;;;;
c45f473a-453f-4b35-ab15-962a7a2fa8ab;female;8;some_difficulty;;;;;
035b77d6-4296-4928-810d-d05be29e7e38;male;75;some_difficulty;no_difficulty;some_difficulty;a_lot_of_difficulty;a_lot_of_difficulty;some_difficulty
035b77d6-4296-4928-810d-d05be29e7e38;female;40;some_difficulty;no_difficulty;some_difficulty;no_difficulty;no_difficulty;no_difficulty
035b77d6-4296-4928-810d-d05be29e7e38;female;14;no_difficulty;some_difficulty;no_difficulty;some_difficulty;no_difficulty;no_difficulty
d36be97c-7ff0-41fe-a813-5ef1e365e975;female;86;;;;a_lot_of_difficulty;;some_difficulty
6b6e9e71-bc80-40f4-a23a-a7abc7d64db8;male;19;;a_lot_of_difficulty;;;;
e6766432-2e03-4899-a42e-212a7d92068b;male;32;;some_difficulty;;;;
027d77a7-6a73-4cac-9443-c76a68f33048;female;73;;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;a_lot_of_difficulty
169530e6-6925-4bb5-86e2-e815d26caa0b;male;15;a_lot_of_difficulty;;;;;
a7eb6f10-1339-436c-86fa-05c5b48b6a6a;female;6;;;some_difficulty;;;
be6e2bc0-0735-4e6d-a4ee-3fd42eb6e3fa;female;12;;some_difficulty;;;;
5b8e828b-1800-4b7a-ba35-59cba1ce7eb1;female;60;;cannot_do_at_all;;;;
68cd07c6-c17a-457f-923e-54ccd3683f21;male;25;some_difficulty;;;;;
d03a1d4f-17c3-4068-aaf6-35c725141b9e;male;12;some_difficulty;;some_difficulty;;;
f5da6495-8fbb-4c3c-b54b-d52d4d043ce0;female;70;a_lot_of_difficulty;;;;;
0ffb5bab-0d20-4bc6-a45c-e3f7c73c4b6f;female;48;;;a_lot_of_difficulty;;;
0ffb5bab-0d20-4bc6-a45c-e3f7c73c4b6f;female;75;;;a_lot_of_difficulty;;;
d1f2e7b1-a7cf-4039-bf27-53d11617357e;male;42;;;cannot_do_at_all;;cannot_do_at_all;
a0d004f8-0f40-4949-a743-21cc95d78edc;female;75;a_lot_of_difficulty;some_difficulty;a_lot_of_difficulty;;;
b41692fc-880f-4e15-b2b5-bb92232f2698;female;73;;;a_lot_of_difficulty;;;
15769daf-47c6-4453-9614-cbd77de5f605;male;73;some_difficulty;some_difficulty;;;;
15769daf-47c6-4453-9614-cbd77de5f605;female;67;some_difficulty;no_difficulty;;;;
250f0bbc-c036-409a-a63c-f12e5bb10ab2;male;10;some_difficulty;;;;;
558650df-dedf-4c30-a3d5-10a723b2e8f4;male;75;;;some_difficulty;;;
81afcf7e-860d-4d0c-8bfd-ec7cf5642a06;male;43;some_difficulty;;some_difficulty;;;
303c5042-49d2-42ec-9a93-144757866cbe;female;73;a_lot_of_difficulty;;a_lot_of_difficulty;;;
c1f12d29-0e2a-4e36-aba0-f8ca88635d1f;female;70;;some_difficulty;some_difficulty;;;
0d5c44bd-1146-4b2c-8cd0-248265976ba5;female;90;;a_lot_of_difficulty;;;;
7a488a19-def6-4f86-acf3-aec9efcb6639;male;14;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
2f4ef909-325b-47e0-bcac-d7870c2a093e;male;1;;;;;;
c1ceb5ee-ab5c-4aa1-8d73-f48f9b47f995;male;18;some_difficulty;some_difficulty;;;;
c1ceb5ee-ab5c-4aa1-8d73-f48f9b47f995;female;46;some_difficulty;some_difficulty;;;;
45dc59a1-5a9c-4e61-932a-d59c28146e89;female;72;;;a_lot_of_difficulty;;;
bec0057d-3781-454d-8316-c1dba4bc64d7;male;78;;;a_lot_of_difficulty;;;
5cff5dd4-32c2-4d78-8e85-036356c2238c;male;55;some_difficulty;;some_difficulty;;;
5cff5dd4-32c2-4d78-8e85-036356c2238c;female;44;some_difficulty;;some_difficulty;;;
0c06dab1-3518-43d7-baaa-b9b03374409f;female;73;a_lot_of_difficulty;a_lot_of_difficulty;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
f391860d-9ca3-4d09-879b-64dfe8ff936a;male;3;;;;;;
f391860d-9ca3-4d09-879b-64dfe8ff936a;male;9;;;a_lot_of_difficulty;some_difficulty;no_difficulty;no_difficulty
1fd1e45e-d654-4202-a674-763c7b1776c6;male;36;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
34c699b0-8ebe-4cda-9888-edd3b7cb5c28;male;53;some_difficulty;;some_difficulty;some_difficulty;;
34c699b0-8ebe-4cda-9888-edd3b7cb5c28;male;16;some_difficulty;;some_difficulty;no_difficulty;;
34c699b0-8ebe-4cda-9888-edd3b7cb5c28;female;49;some_difficulty;;no_difficulty;some_difficulty;;
34c699b0-8ebe-4cda-9888-edd3b7cb5c28;female;25;no_difficulty;;a_lot_of_difficulty;no_difficulty;;
a2215a06-e63e-43ba-b113-428bf10aa3c0;male;30;;some_difficulty;;;;
bb016b31-f3c0-41fa-9a14-a7ccde81ce3d;male;15;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
bb016b31-f3c0-41fa-9a14-a7ccde81ce3d;male;13;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
bb016b31-f3c0-41fa-9a14-a7ccde81ce3d;female;8;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
bfe562b9-6bfe-4082-aabb-0323660adb6d;female;16;;;;a_lot_of_difficulty;a_lot_of_difficulty;cannot_do_at_all
b1762598-9458-4887-a51c-88f39fe7fd8f;male;12;;;;a_lot_of_difficulty;;a_lot_of_difficulty
df51eb33-3529-4d2f-a4ff-a61c9c5e8ff2;male;75;;a_lot_of_difficulty;;no_difficulty;;no_difficulty
df51eb33-3529-4d2f-a4ff-a61c9c5e8ff2;male;48;;a_lot_of_difficulty;;cannot_do_at_all;;a_lot_of_difficulty
df51eb33-3529-4d2f-a4ff-a61c9c5e8ff2;male;50;;a_lot_of_difficulty;;cannot_do_at_all;;a_lot_of_difficulty
820b11ba-83eb-4e4c-a265-43a8f041bc5f;female;58;no_difficulty;;;;;
2633caa2-dcf8-4798-9f03-5e42f3e1be03;female;48;no_difficulty;no_difficulty;;;;
acb84588-a391-4a53-9b58-902c78f86783;female;87;a_lot_of_difficulty;;;;cannot_do_at_all;
acb84588-a391-4a53-9b58-902c78f86783;female;25;a_lot_of_difficulty;;;;a_lot_of_difficulty;
477400e6-140b-49fd-842e-0419c1da0351;female;36;;;some_difficulty;a_lot_of_difficulty;cannot_do_at_all;some_difficulty
62630bfa-46f5-4249-99b9-f360dab3294a;female;28;no_difficulty;;;;;
66f507a4-2ef3-47aa-babd-5912a5ef70d5;male;67;no_difficulty;;;;;
40030c7f-c056-4724-8480-e14bd61247f6;female;60;;;some_difficulty;;;
44010a4f-8da0-43c5-95e3-fe860e40bea5;male;58;some_difficulty;some_difficulty;no_difficulty;;;no_difficulty
44010a4f-8da0-43c5-95e3-fe860e40bea5;male;23;no_difficulty;no_difficulty;no_difficulty;;;cannot_do_at_all
44010a4f-8da0-43c5-95e3-fe860e40bea5;female;58;some_difficulty;no_difficulty;a_lot_of_difficulty;;;no_difficulty
6ea4c154-a211-4a4a-909c-221347b9ee36;female;65;;;a_lot_of_difficulty;;;
33995fe9-dbda-4910-a54e-e26e08acb17f;female;52;;;some_difficulty;;;
8350eee0-0ffc-48cc-988c-fdc803ae521e;male;11;no_difficulty;;;;;
182bef87-6a6e-4902-a203-bd4699262cb5;female;40;;;cannot_do_at_all;;;
366bfa2b-3a4d-456f-8956-8fa4b92cbff2;male;75;;a_lot_of_difficulty;a_lot_of_difficulty;;some_difficulty;
1be0befd-fa59-4f37-a275-3a0d9e3d3e9e;male;25;a_lot_of_difficulty;;;;;
71d9a1d4-6666-4d7a-8a5c-e3efbcac0814;male;65;;some_difficulty;;;;
dd7d0522-99d5-46d1-8711-1528d6175d3a;female;61;some_difficulty;;;;;
44c8a0e8-414e-476f-8d4a-d6865d76e6c5;female;41;no_difficulty;;no_difficulty;;a_lot_of_difficulty;
44c8a0e8-414e-476f-8d4a-d6865d76e6c5;female;41;some_difficulty;;no_difficulty;;no_difficulty;
44c8a0e8-414e-476f-8d4a-d6865d76e6c5;male;69;no_difficulty;;some_difficulty;;no_difficulty;
518ba770-f8cb-4fac-aec0-ab18d8af9b05;male;46;a_lot_of_difficulty;;;;;
7f62c0a0-c119-4692-a5fe-ee6f22aec758;female;77;a_lot_of_difficulty;;some_difficulty;;;
62582b47-6d44-4a7c-8f50-f55fd1149fd9;female;80;;;a_lot_of_difficulty;;;
87ed302a-9a17-4ab9-8d91-1ccdc34763c4;male;43;;;a_lot_of_difficulty;;;
2a6aeb2d-716c-4add-a234-588ab2186a0a;male;43;a_lot_of_difficulty;;;;;
98838af6-6482-4999-91fc-932dfd4e0906;male;67;;;a_lot_of_difficulty;;some_difficulty;
d115ca2d-57a8-431f-89b3-e82eb7d25c9a;male;60;;;a_lot_of_difficulty;;;
8151b453-5eea-4235-99cb-60d84cf9b4da;male;21;a_lot_of_difficulty;;;;;
8151b453-5eea-4235-99cb-60d84cf9b4da;male;49;some_difficulty;;;;;
e1b1061d-7d03-4093-ba99-da68fc68cf11;male;18;;;a_lot_of_difficulty;;;
d8ba6cfd-240e-4875-9f0e-83d144b8ee40;female;11;;;;a_lot_of_difficulty;a_lot_of_difficulty;
f56305bc-41e6-4d8b-b83d-c4e3abdbd00f;male;71;;a_lot_of_difficulty;;;;
f199b8dc-e38f-4625-930b-1a32d754d3f6;female;8;some_difficulty;;;;;
ff1cd913-2ee5-4ec0-ad68-d53608c9f6cf;female;67;;a_lot_of_difficulty;a_lot_of_difficulty;;;
fdf77a29-ac9c-4fe1-8cc6-1a5171f5fca1;male;50;some_difficulty;;;;;
c165bf6e-96ef-46cd-a185-907f7b5f3886;male;18;;;;a_lot_of_difficulty;;some_difficulty
baff32f2-d2ef-4415-a48f-b4a8b0e1a948;male;60;;;a_lot_of_difficulty;;a_lot_of_difficulty;
b45a6963-6b32-49ee-941c-9b7be9812d67;female;20;some_difficulty;;;;;
c50f3f9a-c5a3-4d6c-b3c4-5ecec1e0957b;female;11;;;some_difficulty;;;
ca0c5513-728d-4fbd-ba78-92852aa1eb03;female;5;;;some_difficulty;;;
98906674-9cce-415b-85ab-c028d7196656;male;83;no_difficulty;some_difficulty;;;;
78eaab95-2d44-403e-8844-5ad8ccf1dd05;male;50;a_lot_of_difficulty;;;;;
d7a926ec-7715-44dd-b268-fb14dc6968c4;female;70;a_lot_of_difficulty;;;;;
0dc232bc-1cd8-48cb-8357-c372d7d8d0f2;male;57;no_difficulty;;;;;
a1148e18-4c17-4f99-b63f-a79360278adc;male;9;;;some_difficulty;;;
644ff50c-ce91-499e-a4b9-d37705ba14c0;male;50;no_difficulty;;;;;
9dafa218-d0ba-4e2f-8d83-4c99cd8a8fa5;female;10;some_difficulty;;;;;
863bf6d5-fba6-4dc9-bbb5-d65cdf67237c;male;14;some_difficulty;;;;;
7c80d31c-546c-42be-b0f2-62995f31f15c;male;42;some_difficulty;;;;;
7c80d31c-546c-42be-b0f2-62995f31f15c;male;13;some_difficulty;;;;;
aea74d38-657b-41dd-9f07-c7303b145d14;male;78;;no_difficulty;a_lot_of_difficulty;;some_difficulty;
aea74d38-657b-41dd-9f07-c7303b145d14;male;29;;no_difficulty;some_difficulty;;some_difficulty;
aea74d38-657b-41dd-9f07-c7303b145d14;male;33;;a_lot_of_difficulty;no_difficulty;;no_difficulty;
c2da50c9-5d80-4a15-b25a-4c4f9d665088;male;48;some_difficulty;;;;;
164e9cbc-64e7-47d0-8bf6-ed0dbffc60d2;male;48;some_difficulty;;some_difficulty;;;
50afa497-65a9-4388-a828-f232c0bfba6c;female;52;;some_difficulty;;;;
89e0a299-cef7-45ce-96d7-14f2b36d96bc;female;10;some_difficulty;;;;;
89e0a299-cef7-45ce-96d7-14f2b36d96bc;female;0;;;;;;
dc40b534-a81e-4c06-9bb6-aa064dfc78a2;male;66;no_difficulty;;a_lot_of_difficulty;no_difficulty;;
dc40b534-a81e-4c06-9bb6-aa064dfc78a2;male;29;no_difficulty;;no_difficulty;some_difficulty;;
dc40b534-a81e-4c06-9bb6-aa064dfc78a2;female;58;some_difficulty;;some_difficulty;no_difficulty;;
67476e7a-5881-41b8-90cb-d6cbe480f00d;male;58;;;a_lot_of_difficulty;;;
e057c20a-a78e-4feb-8a31-e49f63e2d742;female;53;;;some_difficulty;;;
dc0efa9c-e000-4f49-afc7-b4bbf7cefd30;male;39;;some_difficulty;;;;
c6aad4d4-92ac-4199-8a3c-5b29b98d2f71;male;13;;;some_difficulty;;;
30cbf1b1-fb23-47a2-b057-028669f447d3;female;65;;;some_difficulty;;;
558e378e-ceec-4822-ae31-6bdadf85c2f1;male;68;a_lot_of_difficulty;;a_lot_of_difficulty;no_difficulty;no_difficulty;no_difficulty
558e378e-ceec-4822-ae31-6bdadf85c2f1;male;22;no_difficulty;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
621d7e8a-e75b-450f-bf21-600671364a6b;female;18;no_difficulty;;a_lot_of_difficulty;;;
621d7e8a-e75b-450f-bf21-600671364a6b;male;7;a_lot_of_difficulty;;no_difficulty;;;
3cceb539-0ca4-437e-8f89-48685ba51774;male;46;some_difficulty;;;;;
3cceb539-0ca4-437e-8f89-48685ba51774;female;40;some_difficulty;;;;;
a1087316-4194-4672-8f9d-1e415220d682;male;70;;;some_difficulty;;;
a1087316-4194-4672-8f9d-1e415220d682;female;60;;;some_difficulty;;;
9ff3ed88-1408-45f7-a992-57d4e7f98493;male;41;;some_difficulty;;;;
263fa2cd-3bd9-4554-aa5e-3de1571d6841;male;11;;;;a_lot_of_difficulty;a_lot_of_difficulty;some_difficulty
88e22958-3b4f-4a68-b773-e20e46ca12ed;male;62;;some_difficulty;;;;
23cfd17e-02ec-477f-b5d2-1bd912ce7c2a;female;29;no_difficulty;;;;;
1144740a-5c20-476c-b5c0-4273125c54e8;female;85;some_difficulty;;;;;
1144740a-5c20-476c-b5c0-4273125c54e8;male;56;some_difficulty;;;;;
a423e642-0355-42af-b861-ef77b77af45e;male;50;;some_difficulty;;;;
cbc212ea-fbe8-4ce2-b798-0a3670b0c91f;female;73;some_difficulty;;some_difficulty;;;
27110f14-acc6-442d-9aba-fdd013dfafee;male;66;;some_difficulty;;;;some_difficulty
5ff952b4-8026-4b8b-87a8-361600d3727a;male;70;;some_difficulty;;;;
decfa436-fcfb-4a4f-b5ea-589b93a19e7c;female;86;;some_difficulty;some_difficulty;;;
88c08857-a8b3-4838-b700-ad0df50a2d73;male;56;;some_difficulty;a_lot_of_difficulty;;;
b2aacc82-45e0-4c44-8143-6aaa7792c22b;female;10;some_difficulty;;;;;
6bf934e2-df1a-4fc8-ba94-eb27dcb72e01;female;6;;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
9d0bbe4e-a39c-45a6-81d8-d04424a09933;male;29;no_difficulty;some_difficulty;;;;
9d0bbe4e-a39c-45a6-81d8-d04424a09933;male;27;some_difficulty;no_difficulty;;;;
8147dddc-db97-4f34-8fc7-0e2eeb1afbdd;male;20;no_difficulty;;;;;
ec0fe029-5507-4e7c-986c-d210dbc5cff9;female;85;;;cannot_do_at_all;;a_lot_of_difficulty;
047166e4-4e3f-4cf2-b421-062ae5822a8c;male;18;;a_lot_of_difficulty;;;;
047166e4-4e3f-4cf2-b421-062ae5822a8c;male;22;;a_lot_of_difficulty;;;;
712a7d10-22e7-4498-bed8-193acf40405d;female;27;;;;a_lot_of_difficulty;;
878e72c7-c302-4c86-b332-48443048bac7;male;73;;no_difficulty;a_lot_of_difficulty;;;no_difficulty
878e72c7-c302-4c86-b332-48443048bac7;female;59;;no_difficulty;a_lot_of_difficulty;;;no_difficulty
878e72c7-c302-4c86-b332-48443048bac7;female;40;;cannot_do_at_all;no_difficulty;;;a_lot_of_difficulty
7b298b78-7b84-45ea-8d2c-9f5890fecd7c;female;62;a_lot_of_difficulty;;a_lot_of_difficulty;;;
2c7764d9-dc46-43aa-a0eb-086b4a8cdcd6;female;49;;;some_difficulty;;;no_difficulty
2c7764d9-dc46-43aa-a0eb-086b4a8cdcd6;male;18;;;no_difficulty;;;a_lot_of_difficulty
a05da460-2b41-4c0b-a3f9-5ad870b4f7a6;male;19;;;;some_difficulty;;some_difficulty
54c9bec6-7780-4a32-89c3-400636298eb7;male;55;a_lot_of_difficulty;some_difficulty;some_difficulty;some_difficulty;;
54c9bec6-7780-4a32-89c3-400636298eb7;female;50;no_difficulty;no_difficulty;no_difficulty;a_lot_of_difficulty;;
5e0aeb70-b39b-45a1-9bc3-e93de8f0fe7d;male;79;some_difficulty;;some_difficulty;;;
02ac72bc-2375-46e0-bdbf-f104dc56cc8f;male;20;;;some_difficulty;;;
277b334e-b006-4cad-90ea-7ea9e6ec0fe6;female;67;;;a_lot_of_difficulty;;;
faf462f1-1a6d-4e4c-9ae7-9d727230e35a;male;27;;;;a_lot_of_difficulty;some_difficulty;a_lot_of_difficulty
